accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
EQ79659794	EQ_003	EQ369651,EQ369652,EQ369653,EQ369654,EQ369655,EQ369656,EQ369657,EQ369658,EQ369659	137.0244	[M-H]-	338	C7H6O3	6.3
EQ29116407	EQ_003	EQ371851,EQ371852,EQ371853,EQ371854,EQ371855,EQ371856	262.8397	[M-H]-	992	C6HCl5O	15.6
EQ46622324	EQ_003	EQ358051,EQ358052,EQ358053,EQ358054,EQ358055,EQ358056,EQ358057,EQ358058,EQ358059	264.0812	[M-H]-	2082	C12H15N3O2S	7.800000000000001
EQ64381001	EQ_003	EQ335051,EQ335052,EQ335053,EQ335054,EQ335055,EQ335056,EQ335057,EQ335058,EQ335059	388.199	[M-H]-	2092	C19H27N5O4	5.3
EQ47081626	EQ_003	EQ363251,EQ363252,EQ363253,EQ363254,EQ363255,EQ363256,EQ363257,EQ363258,EQ363259	179.05739999999997	[M-H]-	2153	C7H8N4O2	3.1
EQ95869952	EQ_003	EQ366151,EQ366152,EQ366153,EQ366154,EQ366155,EQ366156,EQ366157,EQ366158,EQ366159	348.1024	[M-H]-	2174	C16H19N3O4S	4.7
EQ49566801	EQ_003	EQ357851,EQ357852,EQ357853,EQ357854,EQ357855,EQ357856,EQ357857,EQ357858,EQ357859	179.03500000000003	[M-H]-	2244	C9H8O4	5.5
EQ21441425	EQ_003	EQ362851,EQ362852,EQ362853,EQ362854,EQ362855,EQ362856,EQ362857,EQ362858,EQ362859	313.9934	[M-H]-	2441	C14H10BrN3O	7.0
EQ90932399	EQ_003	EQ366251,EQ366252,EQ366253,EQ366254,EQ366255,EQ366256,EQ366257,EQ366258,EQ366259	362.0816	[M-H]-	2610	C16H17N3O5S	2.3
EQ43077255	EQ_003	EQ366351,EQ366352,EQ366353,EQ366354,EQ366355,EQ366356,EQ366357,EQ366358,EQ366359	453.0227	[M-H]-	2618	C14H14N8O4S3	4.4
EQ03349989	EQ_003	EQ361751,EQ361752,EQ361753,EQ361754,EQ361755,EQ361756,EQ361757,EQ361758	298.0753	[M-H]-	2712	C16H14ClN3O	6.2
EQ49568900	EQ_003	EQ325651,EQ325652,EQ325653,EQ325654,EQ325655,EQ325656,EQ325657,EQ325658,EQ325659	293.94149999999996	[M-H]-	2720	C7H6ClN3O4S2	1.8999999999999997
EQ49293680	EQ_003	EQ372251,EQ372252,EQ372253,EQ372254,EQ372255,EQ372256,EQ372257,EQ372258,EQ372259	251.10840000000002	[M-H]-	2756	C10H16N6S	2.0
EQ19160530	EQ_003	EQ360851,EQ360852,EQ360853,EQ360854,EQ360855,EQ360856,EQ360857,EQ360858	269.0487	[M-H]-	2997	C15H11ClN2O	9.4
EQ38567751	EQ_003	EQ367051,EQ367052,EQ367053,EQ367054,EQ367055,EQ367056,EQ367057,EQ367058,EQ367059	277.14449999999994	[M-H]-	3026	C16H22O4	13.8
EQ12688275	EQ_003	EQ364851,EQ364852,EQ364853,EQ364854,EQ364855,EQ364856,EQ364857,EQ364858,EQ364859	266.9985	[M-H]-	3037	C13H10Cl2O2	12.4
EQ75588101	EQ_003	EQ366551,EQ366552,EQ366553,EQ366554,EQ366555,EQ366556,EQ366557,EQ366558,EQ366559	468.01930000000004	[M-H]-	3041	C19H17Cl2N3O5S	9.5
EQ20849411	EQ_003	EQ326451,EQ326452,EQ326453,EQ326454,EQ326455,EQ326456,EQ326457,EQ326458,EQ326459	433.2032	[M-H]-	3680	C24H31FO6	10.3
EQ48193552	EQ_003	EQ368651,EQ368652,EQ368653,EQ368654,EQ368655,EQ368656,EQ368657,EQ368658,EQ368659	364.0528	[M-H]-	3702	C16H16ClN3O3S	6.7
EQ50357440	EQ_003	EQ313751,EQ313752,EQ313753,EQ313754,EQ313755,EQ313756,EQ313757,EQ313758,EQ313759	368.0686	[M-H]-	3883	C16H14F3N3O2S	7.400000000000001
EQ31089086	EQ_003	EQ358551,EQ358552,EQ358553,EQ358554,EQ358555,EQ358556,EQ358557,EQ358558,EQ358559	284.0942	[M-H]-	3902	C17H11N5	6.6
EQ03553548	EQ_003	EQ368751,EQ368752,EQ368753,EQ368754,EQ368755,EQ368756,EQ368757,EQ368758,EQ368759	405.2065	[M-H]-	3928	C18H34N2O6S	3.7000000000000006
EQ64347522	EQ_003	EQ279451,EQ279452,EQ279453,EQ279454,EQ279455,EQ279456,EQ279457,EQ279458,EQ279459	421.1549	[M-H]-	3961	C22H23ClN6O	9.0
