accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
SM58309021	SM_000	SM833651	382.0679	[M-H]-	4679	C16H15F2N3O4S	8.646
SM76009055	SM_000	SM852651	355.1122	[M-H]-	4829	C19H20N2O3S	8.036
SM18197050	SM_000	SM874454	357.1707	[M-H]-	4900	C21H26O5	9.577
SM51016664	SM_000	SM848453	215.9988	[M-H]-	4933	C9H9Cl2NO	10.789
SM07659311	SM_000	SM853653	472.1588	[M-H]-	5035	C28H27NO4S	8.649
SM82291261	SM_000	SM867051	181.9917	[M-H]-	5143	C7H5NO3S	2.874
SM18712891	SM_000	SM834653	237.1245	[M-H]-	5193	C12H18N2O3	10.048
SM10117243	SM_000	SM854253	309.0663	[M-H]-	5323	C12H14N4O4S	7.996
SM52958721	SM_000	SM824651,SM863253	286.9439	[M-H]-	5564	C12H7Cl3O2	13.0915
SM83857667	SM_000	SM831851	321.0051	[M-H]-	5959	C11H12Cl2N2O5	6.873
SM45818544	SM_000	SM816551	183.0047	[M-H]-	6191	C6H4N2O5	7.116
SM74307402	SM_000	SM802851	239.035	[M-H]-	6293	C14H8O4	10.874
SM07109192	SM_000	SM824253,SM863853	538.7498	[M-H]-	6618	C15H12Br4O2	13.3035
SM24490136	SM_000	SM864456	249.0227	[M-H]-	6626	C12H10O4S	7.493
SM55642693	SM_000	SM837253	255.0299	[M-H]-	6683	C14H8O5	11.84
SM29722683	SM_000	SM817153	239.035	[M-H]-	6776	C14H8O4	9.971
SM48285946	SM_000	SM813751	194.9177	[M-H]-	6914	C6H3Cl3O	11.251
SM76984158	SM_000	SM834451	185.0278	[M-H]-	6938	C8H10O3S	7.209
SM46808153	SM_000	SM818656	239.0673	[M-H]-	6950	C10H12N2O5	12.334
SM04814122	SM_000	SM870051	164.0353	[M-H]-	6957	C8H7NO3	0.98
SM60102497	SM_000	SM842051	213.0324	[M-H]-	7153	C10H11ClO3	11.245
SM25443692	SM_000	SM864653	179.0714	[M-H]-	7175	C10H12O3	10.136
SM22767846	SM_000	SM863955	193.087	[M-H]-	7184	C11H14O3	11.128
SM03826650	SM_000	SM842156	199.0167	[M-H]-	7204	C9H9ClO3	10.378
SM16879863	SM_000	SM816651	194.9177	[M-H]-	7271	C6H3Cl3O	11.544
SM17997067	SM_000	SM869553	156.9965	[M-H]-	7371	C6H6O3S	1.619
SM69604422	SM_000	SM867151	178.0543	[M-H]-	7533	C6H13NO3S	3.864
SM11038101	SM_000	SM824552,SM880751	312.9708	[M-H]-	7547	C13H9Cl3N2O	13.1365
SM60605453	SM_000	SM825651	211.9716	[M-H]-	7683	C8H8BrNO	8.72
SM99110056	SM_000	SM865051	170.9451	[M-H]-	7808	C6H5BrO	8.428
SM22384840	SM_000	SM834151	222.023	[M-H]-	8408	C10H9NO3S	0.803
SM73255832	SM_000	SM881155	207.0121	[M-H]-	8420	C10H8O3S	8.502
SM02189401	SM_000	SM814053,SM863453	217.0426	[M-H]-	8425	C13H11ClO	12.257
SM41317423	SM_000	SM839351	232.9778	[M-H]-	8427	C9H8Cl2O3	11.207
SM59012029	SM_000	SM863551	165.0557	[M-H]-	8434	C9H10O3	8.93
SM32858816	SM_000	SM864251	160.9566	[M-H]-	8449	C6H4Cl2O	9.943
SM31554236	SM_000	SM876251	325.1843	[M-H]-	8485	C18H30O3S	23.195
SM01089898	SM_000	SM828451	223.0401	[M-H]-	8512	C14H8O3	10.747
SM03712802	SM_000	SM833151	245.0455	[M-H]-	8571	C13H10O5	8.846
SM41099641	SM_000	SM833251	213.0557	[M-H]-	8572	C13H10O3	10.566
SM73408240	SM_000	SM876153	265.1479	[M-H]-	8778	C12H26O4S	17.291
SM25198724	SM_000	SM883355	321.22	[M-H]-	9275	C16H35O4P	19.386
SM21419917	SM_000	SM877354	412.9664	[M-H]-	9554	C8HF15O2	14.807
SM35689311	SM_000	SM876951	512.96	[M-H]-	9555	C10HF19O2	16.603
SM63389214	SM_000	SM823751	212.9792	[M-H]-	9777	C4HF7O2	7.394
SM83901202	SM_000	SM805752	218.9312	[M-H]-	10894	C6H5IO	9.312
SM66768828	SM_000	SM821851	327.0445	[M-H]-	11315	C16H12N2O4S	13.232
SM28714368	SM_000	SM814453,SM828951	223.0401	[M-H]-	11796	C14H8O3	10.7325
SM44125060	SM_000	SM809453	482.5871	[M-H]-	11852	C6HBr5O	13.495
SM88972819	SM_000	SM810352,SM864752	194.9177	[M-H]-	11859	C6H3Cl3O	11.7655
SM27679637	SM_000	SM800653	248.8556	[M-H]-	12005	C6H4Br2O	10.665
SM93922276	SM_000	SM802253	185.0608	[M-H]-	13254	C12H10O2	9.719
SM61847546	SM_000	SM822551,SM881554	249.0322	[M-H]-	13282	C12H11O4P	11.082
SM16680498	SM_000	SM806451	194.9177	[M-H]-	13619	C6H3Cl3O	11.679
SM24229666	SM_000	SM864051	347.9158	[M-H]-	14385	C13H7Cl4NO2	14.355
SM14133838	SM_000	SM806853	174.9723	[M-H]-	15292	C7H6Cl2O	11.166
SM70916646	SM_000	SM844052	273.8509	[M-H]-	15531	C7H3Br2NO	9.455
SM00336948	SM_000	SM840252	220.0283	[M-H]-	15546	C10H8ClN3O	6.567
SM13105364	SM_000	SM845151	189.9468	[M-H]-	15553	C6H3Cl2NO2	2.379
SM41208630	SM_000	SM843053	202.9784	[M-H]-	16854	C7H6Cl2N2O	9.23
SM93094374	SM_000	SM804853	217.0329	[M-H]-	17570	C12H10O2S	9.989
SM12312566	SM_000	SM822051,SM880251	307.0282	[M-H]-	19988	C14H12O6S	10.25
SM23682270	SM_000	SM849951	669.4219	[M-H]-	28263	C36H62O11	14.973
SM34830434	SM_000	SM846552	345.0874	[M-H]-	29393	C12H18N4O6S	11.911
SM48466451	SM_000	SM820151,SM882651	213.9638	[M-H]-	30647	C7H5NO3S2	6.97
SM62421087	SM_000	SM823154	255.0663	[M-H]-	31736	C15H12O4	10.562
SM26476313	SM_000	SM823851,SM878751	273.0339	[M-H]-	33919	C13H10N2O3S	4.1875
SM51956551	SM_000	SM842251	244.9082	[M-H]-	34217	C8HCl3N2O	12.918
SM51053287	SM_000	SM858353	251.0826	[M-H]-	34312	C15H12N2O2	8.487
SM55101933	SM_000	SM848553	282.0094	[M-H]-	36242	C13H11Cl2NO2	11.605
SM96186904	SM_000	SM845852	309.0248	[M-H]-	37123	C14H9ClF2N2O2	12.064
SM27623217	SM_000	SM854852	360.1008	[M-H]-	39042	C19H20ClNO4	11.436
SM89921511	SM_000	SM819252	347.1183	[M-H]-	41781	C16H20N4O3S	8.519
SM53842534	SM_000	SM861951	216.07	[M-H]-	44093	C9H15NO3S	5.838
SM39734271	SM_000	SM855853	423.2388	[M-H]-	54687	C23H36O7	10.829
SM13498552	SM_000	SM859351	557.2457	[M-H]-	60823	C33H35FN2O5	12.398
SM56870441	SM_000	SM860851	434.2198	[M-H]-	60846	C24H29N5O3	11.928
SM64603354	SM_000	SM834351	358.142	[M-H]-	60953	C15H22FN3O6	9.634
SM06100128	SM_000	SM851853	314.0201	[M-H]-	64139	C14H9ClF3NO2	12.374
SM51656775	SM_000	SM858951	294.0554	[M-H]-	65280	C12H13N3O4S	7.722
SM44003694	SM_000	SM862251	194.0459	[M-H]-	65512	C9H9NO4	3.869
SM25850657	SM_000	SM819151	513.2296	[M-H]-	65999	C33H30N4O2	10.327
SM06918519	SM_000	SM809756,SM865753	187.0183	[M-H]-	66623	C6H8N2O3S	0.4825
SM94273975	SM_000	SM867751	286.969	[M-H]-	66707	C10H8O6S2	1.964
SM99364426	SM_000	SM833051	223.0071	[M-H]-	67025	C10H8O4S	2.371
SM80415547	SM_000	SM877154	312.9728	[M-H]-	67542	C6HF11O2	12.826
SM03564754	SM_000	SM835053	185.0608	[M-H]-	69165	C12H10O2	9.06
SM23148781	SM_000	SM883551	497.9462	[M-H]-	69785	C8H2F17NO2S	13.447
SM32023534	SM_000	SM877253	498.9302	[M-H]-	74483	C8HF17O3S	15.459
SM50928648	SM_000	SM823251	193.0506	[M-H]-	75318	C10H10O4	8.186
SM25387662	SM_000	SM832451	254.9969	[M-H]-	84843	C10H8O6S	8.138
SM61654492	SM_000	SM864952	422.8195	[M-H]-	84907	C13H8Br2Cl2O2	13.748
SM90920485	SM_000	SM839454	254.045	[M-H]-	86418	C9H10ClN5O2	6.234
SM74300636	SM_000	SM843853	332.0904	[M-H]-	91755	C18H14F3NO2	11.226
SM82114422	SM_000	SM837451,SM865851	327.0099	[M-H]-	91760	C14H13ClO5S	9.453
SM30352836	SM_000	SM848751	487.029	[M-H]-	91766	C21H11ClF6N2O3	14.172
SM80397811	SM_000	SM823351	221.0819	[M-H]-	92272	C12H14O4	10.353
SM76112263	SM_000	SM854355	195.0463	[M-H]-	101359	C10H9FO3	7.644
SM43459150	SM_000	SM851552	550.1766	[M-H]-	104865	C27H29N5O6S	12.1
SM75146778	SM_000	SM832552	445.1868	[M-H]-	115255	C24H30O8	10.067
SM70762157	SM_000	SM883655	426.9679	[M-H]-	119688	C8H5F13O3S	14.761
SM10844994	SM_000	SM834853	185.0608	[M-H]-	120521	C12H10O2	9.06
SM34908000	SM_000	SM824351	347.9158	[M-H]-	124579	C13H7Cl4NO2	14.383
SM04410542	SM_000	SM845351	325.9629	[M-H]-	148653	C13H7Cl2NO5	12.689
SM23848647	SM_000	SM838751	397.0823	[M-H]-	177355	C15H18N4O7S	10.186
SM96927061	SM_000	SM827751	239.035	[M-H]-	196978	C14H8O4	11.591
SM28721439	SM_000	SM845551	248.0014	[M-H]-	213027	C6H8ClN5O2S	5.97
SM88393200	SM_000	SM857754	319.1187	[M-H]-	446541	C17H20O6	10.829
SM51648808	SM_000	SM820653,SM878551	165.9791	[M-H]-	697993	C7H5NS2	8.3055
SM04463047	SM_000	SM821753	210.0053	[M-H]-	719344	C9H9NOS2	9.968
SM88012244	SM_000	SM832751	351.0722	[M-H]-	2733792	C16H16O9	5.946
SM13797556	SM_000	SM884652	450.9263	[M-H]-	3078139	C12H4Cl2F6N4O2S	12.688
SM91379666	SM_000	SM882751	269.0455	[M-H]-	5280961	C15H10O5	9.955
SM37486604	SM_000	SM882851	253.0506	[M-H]-	5281708	C15H10O4	9.231
SM04245151	SM_000	SM850551	469.159	[M-H]-	5385077	C20H22N8O6	7.348
SM30356122	SM_000	SM861651	375.1925	[M-H]-	5388962	C20H28N2O5	8.189
SM46349842	SM_000	SM868651	328.1224	[M-H]-	6426849	C15H23NO5S	11.894
SM75681772	SM_000	SM884552	418.9365	[M-H]-	9953940	C12H4Cl2F6N4S	12.495
SM17400777	SM_000	SM868551	278.1398	[M-H]-	15842092	C15H21NO4	11.464
SM94816209	SM_000	SM884952	386.9644	[M-H]-	22673275	C12H4Cl2F6N4	12.129
SM08764625	SM_000	SM834752	307.0976	[M-H]-	54678486	C19H16O4	11.306
SM96030661	SM_000	SM844151	196.1204	[M-H]-	135398733	C8H15N5O	2.093
SM96794484	SM_000	SM852853	487.2133	[M-H]-	135400189	C23H32N6O4S	8.499
