inchikey1	num_of_stereo_conf	smiles_can	smiles_iso
RBJFWECKCDEPKI	4	COC(=O)CC(C(CO)O)O	COC(=O)C[C@@H]([C@@H](CO)O)O,COC(=O)C[C@H]([C@@H](CO)O)O,COC(=O)C[C@H]([C@H](CO)O)O,COC(=O)C[C@@H]([C@H](CO)O)O
PYSPDJQKNKZGCM	4	C1=CC=C(C=C1)C=CC(=O)NCC(C2=COC=C2)O	C1=CC=C(C=C1)/C=C/C(=O)NCC(C2=COC=C2)O,C1=CC=C(C=C1)C=CC(=O)NCC(C2=COC=C2)O,C1=CC=C(C=C1)/C=C/C(=O)NC[C@@H](C2=COC=C2)O,C1=CC=C(C=C1)/C=C/C(=O)NC[C@H](C2=COC=C2)O
SIIKUSQIIPEOEA	4	C1CC(C1)CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O	C1CC(C1)CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O,C1CC(C1)CN2CC[C@]34CC(=O)CC[C@]3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O,C1CC(C1)CN2CC[C@]34CC(=O)CCC3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O,C1CC(C1)CN2CCC34CC(=O)CC[C@]3([C@H]2CC5=C4C(=C(C=C5)C(=O)N)O)O
RGIZTSOFIVJUAO	4	CC1=CC=C(C=C1)CN2CCCC2C(=O)O	CC1=CC=C(C=C1)CN2CCCC2C(=O)O,CC1=CC=C(C=C1)CN2CCC[C@@H]2C(=O)O,CC1=CC=C(C=C1)C[NH+]2CCC[C@H]2C(=O)[O-],CC1=CC=C(C=C1)CN2CCC[C@H]2C(=O)O
WQHUALZMDKJXBR	4	CC1=CC(=C(N1C)C)C(=O)COC(=O)C2CC3CCCC(C2)C3=O	CC1=CC(=C(N1C)C)C(=O)COC(=O)C2C[C@H]3CCC[C@@H](C2)C3=O,CC1=CC(=C(N1C)C)C(=O)COC(=O)C2CC3CCCC(C2)C3=O,CC1=CC(=C(N1C)C)C(=O)COC(=O)C2C[C@H]3CCC[C@H](C2)C3=O,CC1=CC(=C(N1C)C)C(=O)COC(=O)C2C[C@@H]3CCC[C@@H](C2)C3=O
QQHMNKRUMYTFHL	4	CCNC1CCCCC1NCC	CCN[C@@H]1CCCC[C@H]1NCC,CCNC1CCCCC1NCC,CCN[C@H]1CCCC[C@@H]1NCC,CCN[C@@H]1CCCC[C@@H]1NCC
JFCBEFFZEOHJDG	4	CC(=O)C(CCCC(C(=O)O)N)N	CC(=O)C(CCCC(C(=O)O)N)N,CC(=O)C(CCC[C@@H](C(=O)O)N)N,CC(=O)[C@@H](CCC[C@@H](C(=O)O)N)N,CC(=O)C(CCC[C@H](C(=O)O)N)N
UZZZXPAOIDBLDI	4	CC12CCC3C4CCC(=O)C=C4C5(CC5)CC3C1CCC2C#N	C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4C5(CC5)C[C@H]3[C@@H]1CC[C@@H]2C#N,C[C@]12CCC3C4CCC(=O)C=C4C5(CC5)CC3C1CC[C@@H]2C#N,CC12CCC3C4CCC(=O)C=C4C5(CC5)CC3C1CCC2C#N,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4C5(CC5)CC3[C@@H]1CCC2C#N
NUEMLVACVJBCPM	4	CC(C)(C)COC1C=CCC1N(C(=O)OC(C)(C)C)O	CC(C)(C)CO[C@H]1C=CC[C@@H]1N(C(=O)OC(C)(C)C)O,CC(C)(C)CO[C@@H]1C=CC[C@H]1N(C(=O)OC(C)(C)C)O,CC(C)(C)CO[C@@H]1C=CC[C@@H]1N(C(=O)OC(C)(C)C)O,CC(C)(C)CO[C@H]1C=CC[C@H]1N(C(=O)OC(C)(C)C)O
KVQNFYHQFQZLOH	4	C1CC2C3C4CC(C3C1C5C2C(=O)OC5=O)C6C4C(=O)OC6=O	C1CC2C3C4CC(C3C1C5C2C(=O)OC5=O)C6C4C(=O)OC6=O,C1C[C@H]2[C@@H]3[C@H]([C@@H]1C4C2[C@@H]5C[C@H]4[C@@H]6[C@H]5C(=O)OC6=O)C(=O)OC3=O,C1C[C@H]2[C@@H]3[C@H]([C@@H]1C4C2[C@@H]5C[C@H]4[C@H]6[C@@H]5C(=O)OC6=O)C(=O)OC3=O,C1CC2C3C4C[C@H](C3C1C5C2C(=O)OC5=O)C6C4C(=O)OC6=O
WWZQNDWEKVBIGB	4	CCC1CC(=O)C2(C1C3CCC4=CC(=O)CCC4(C3CC2)CO)C	CC[C@H]1CC(=O)[C@@]2([C@@H]1[C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC2)CO)C,CC[C@@H]1CC(=O)[C@@]2([C@@H]1[C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC2)CO)C,CCC1CC(=O)[C@@]2([C@@H]1[C@@H]3CCC4=CC(=O)CC[C@@]4([C@@H]3CC2)CO)C,CCC1CC(=O)[C@@]2([C@@H]1[C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC2)CO)C
ZZHKSIWIBHYWKU	4	CCC(C(C)(C)C(C1=C(C=C(C=C1)C(C)C)C(=C)C)O)O	CC[C@@H](C(C)(C)[C@H](C1=C(C=C(C=C1)C(C)C)C(=C)C)O)O,CC[C@@H](C(C)(C)[C@@H](C1=C(C=C(C=C1)C(C)C)C(=C)C)O)O,CC[C@H](C(C)(C)[C@@H](C1=C(C=C(C=C1)C(C)C)C(=C)C)O)O,CC[C@H](C(C)(C)[C@H](C1=C(C=C(C=C1)C(C)C)C(=C)C)O)O
SBMGKMBSDKLYHK	4	C1CC2(CC2CO)OC3=CC=CC=C31	C1C[C@@]2(CC2CO)OC3=CC=CC=C31,C1CC2(CC2CO)OC3=CC=CC=C31,C1C[C@]2(C[C@H]2CO)OC3=CC=CC=C31,C1C[C@@]2(C[C@@H]2CO)OC3=CC=CC=C31
OTWVFZBVSUIEKE	4	COC1=CC(=CC(=C1OC)OC)C=C2CCC(C2=O)C3CCCC3	COC1=CC(=CC(=C1OC)OC)C=C2CCC(C2=O)C3CCCC3,COC1=CC(=CC(=C1OC)OC)/C=C/2\CCC(C2=O)C3CCCC3,COC1=CC(=CC(=C1OC)OC)/C=C/2\CC[C@H](C2=O)C3CCCC3,COC1=CC(=CC(=C1OC)OC)/C=C/2\CC[C@@H](C2=O)C3CCCC3
DPISEAGFYVUUEA	4	CCCC1CCNC(C1)C(=O)NC(CO)C(C2=CC=CC=C2)O	CCC[C@@H]1CCN[C@@H](C1)C(=O)N[C@@H](CO)[C@H](C2=CC=CC=C2)O,CCC[C@H]1CCN[C@H](C1)C(=O)N[C@@H](CO)[C@H](C2=CC=CC=C2)O,CCC[C@@H]1CCN[C@@H](C1)C(=O)N[C@H](CO)[C@@H](C2=CC=CC=C2)O,CCC[C@H]1CCN[C@H](C1)C(=O)N[C@H](CO)[C@@H](C2=CC=CC=C2)O
KLPZHPCFQVMDLV	4	C1CC1NC(=O)C(CC2CCC3=C2C4=C(C=C3)OCC4)O	C1CC1NC(=O)C(CC2CCC3=C2C4=C(C=C3)OCC4)O,C1CC2=C([C@@H]1CC(C(=O)NC3CC3)O)C4=C(C=C2)OCC4,C1CC2=C([C@@H]1C[C@H](C(=O)NC3CC3)O)C4=C(C=C2)OCC4,C1CC2=C([C@@H]1C[C@@H](C(=O)NC3CC3)O)C4=C(C=C2)OCC4
IKOXRFXTEVTEDE	4	CC1=C(OC=C1)C(=O)NCC2CCN(C2)CC(=CC3=CC=CO3)C	CC1=C(OC=C1)C(=O)NCC2CCN(C2)C/C(=C/C3=CC=CO3)/C,CC1=C(OC=C1)C(=O)NCC2CCN(C2)CC(=CC3=CC=CO3)C,CC1=C(OC=C1)C(=O)NC[C@@H]2CCN(C2)C/C(=C/C3=CC=CO3)/C,CC1=C(OC=C1)C(=O)NC[C@H]2CCN(C2)C/C(=C/C3=CC=CO3)/C
NXZIMLSJOSWGLW	4	CN(C)C(=O)C1CC(CN1C(=O)OCC2=CC=CC=C2)O	CN(C)C(=O)[C@@H]1C[C@H](CN1C(=O)OCC2=CC=CC=C2)O,CN(C)C(=O)C1CC(CN1C(=O)OCC2=CC=CC=C2)O,CN(C)C(=O)[C@@H]1C[C@@H](CN1C(=O)OCC2=CC=CC=C2)O,CN(C)C(=O)[C@@H]1CC(CN1C(=O)OCC2=CC=CC=C2)O
CQYNKDDQOMDAQS	4	CC1CCC2(C(C3(C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)C)O)O)O)O)C)C)O)C)OC1	C[C@@H]1CC[C@@]2([C@H]([C@]3([C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)O)C)C)O)C)OC1,C[C@H]1CC[C@]2([C@@H]([C@@]3([C@H](O2)C[C@H]4[C@]3(CC[C@@H]5[C@@H]4CC=C6[C@]5(CC[C@H](C6)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O[C@@H]8[C@H]([C@@H]([C@H](O8)CO)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)C)O)O)O)O)C)C)O)C)OC1,C[C@@H]1CC[C@@]2([C@@H]([C@]3([C@@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@H]([C@H]([C@@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)O)C)C)O)C)OC1,CC1CC[C@@]2(C([C@]3(C(O2)CC4[C@@]3(CCC5C4CC=C6[C@@]5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)C)O)O)O)O)C)C)O)C)OC1
IFWKUKCMWMXCTI	4	CCN(CC)CCN1C(C(=C(C1=O)O)C(=O)C2=C(N=C(S2)C)C)C3=CC=CC=C3	CCN(CC)CCN1C(C(=C(C1=O)O)C(=O)C2=C(N=C(S2)C)C)C3=CC=CC=C3,CC[NH+](CC)CCN1C(C(=C(C1=O)[O-])C(=O)C2=C(N=C(S2)C)C)C3=CC=CC=C3,CCN(CC)CCN1[C@@H](C(=C(C1=O)O)C(=O)C2=C(N=C(S2)C)C)C3=CC=CC=C3,CCN(CC)CCN1[C@H](C(=C(C1=O)O)C(=O)C2=C(N=C(S2)C)C)C3=CC=CC=C3
PEOHWJLBZQXSDA	4	CC1CCCC(N1C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCCO5)C	C[C@@H]1CCC[C@@H](N1C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCCO5)C,C[C@@H]1CCC[C@H](N1C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCCO5)C,C[C@H]1CCC[C@@H](N1C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCCO5)C,CC1CCCC(N1C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCCO5)C
IISPZJPZDDXAEB	4	CC12CCC3C(C1C(CC2=NOC)OC)CCC4=C3C=CC(=C4)O	CC1\2CCC3C(C1C(C/C2=N\OC)OC)CCC4=C3C=CC(=C4)O,C[C@]1\2CC[C@H]3[C@H]([C@@H]1C(C/C2=N\OC)OC)CCC4=C3C=CC(=C4)O,C[C@]1\2CC[C@H]3[C@H]([C@@H]1[C@@H](C/C2=N\OC)OC)CCC4=C3C=CC(=C4)O,C[C@]1\2CC[C@H]3[C@H]([C@@H]1[C@@H](C/C2=N/OC)OC)CCC4=C3C=CC(=C4)O
WKTJXDHLMJKSGI	4	C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4	C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4,C1C[C@H](CC=C1)C2OCC3(CO2)COC(OC3)[C@H]4CCC=CC4,C1C[C@@H](CC=C1)C2OCC3(CO2)COC(OC3)[C@H]4CCC=CC4,C1C[C@H](CC=C1)C2OCC3(CO2)COC(OC3)[C@@H]4CCC=CC4
SWVUPUKHIOZZPQ	4	CC1CCN(CCS1(=O)=O)CC=CC2=CC=CC=C2[N+](=O)[O-]	CC1CCN(CCS1(=O)=O)C/C=C/C2=CC=CC=C2[N+](=O)[O-],CC1CCN(CCS1(=O)=O)CC=CC2=CC=CC=C2[N+](=O)[O-],C[C@@H]1CCN(CCS1(=O)=O)C/C=C/C2=CC=CC=C2[N+](=O)[O-],C[C@H]1CCN(CCS1(=O)=O)C/C=C/C2=CC=CC=C2[N+](=O)[O-]
MSIMRMSUISRCBB	4	C[N+]1(C2CCC1CC(C2)OC(=O)C(=C)C3=CC=CC=C3)[O-]	C[N+]1(C2CCC1CC(C2)OC(=O)C(=C)C3=CC=CC=C3)[O-],C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(=C)C3=CC=CC=C3)[O-],C[N+]1([C@@H]2CC[C@@H]1CC(C2)OC(=O)C(=C)C3=CC=CC=C3)[O-],C[N+]1([C@H]2CC[C@H]1CC(C2)OC(=O)C(=C)C3=CC=CC=C3)[O-]
SDUDPCLJSHKJGB	4	CC1=CC(=CC=C1)OC(C)C(=O)OC(C)C(=O)NC2=CC=CC=C2C(=O)C	CC1=CC(=CC=C1)O[C@@H](C)C(=O)O[C@@H](C)C(=O)NC2=CC=CC=C2C(=O)C,CC1=CC(=CC=C1)O[C@H](C)C(=O)O[C@@H](C)C(=O)NC2=CC=CC=C2C(=O)C,CC1=CC(=CC=C1)O[C@@H](C)C(=O)O[C@H](C)C(=O)NC2=CC=CC=C2C(=O)C,CC1=CC(=CC=C1)O[C@H](C)C(=O)O[C@H](C)C(=O)NC2=CC=CC=C2C(=O)C
MQGWIWMBOGHGOS	4	CC(C1(CCCCO1)COC)O	C[C@@H]([C@]1(CCCCO1)COC)O,C[C@H]([C@@]1(CCCCO1)COC)O,C[C@@H]([C@@]1(CCCCO1)COC)O,C[C@H]([C@]1(CCCCO1)COC)O
BIPZHTCGPSZNMJ	4	C1=CC2=C(C(=C1)OCC(CC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)O)C(=O)C=C(O2)C(=O)O	C1=CC2=C(C(=C1)OCC(CC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OC[C@@H](C[C@H](COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OC[C@H](C[C@@H](COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)O)C(=O)C=C(O2)C(=O)O,C1=CC2=C(C(=C1)OC[C@@H](C[C@@H](COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)O)C(=O)C=C(O2)C(=O)O
YMYPITBYGUSCCW	4	CCN(CC)C(=O)C1CCCCC1C(=O)O	CCN(CC)C(=O)[C@H]1CCCC[C@H]1C(=O)O,CCN(CC)C(=O)C1CCCCC1C(=O)O,CCN(CC)C(=O)[C@@H]1CCCC[C@H]1C(=O)O,CCN(CC)C(=O)[C@@H]1CCCC[C@@H]1C(=O)O
JKKIVIKITYHOCG	4	COC1=CC2=C(CC(CC2)C3CCCC34OCCO4)C=C1	COC1=CC2=C(C[C@H](CC2)[C@H]3CCCC34OCCO4)C=C1,COC1=CC2=C(C[C@@H](CC2)[C@H]3CCCC34OCCO4)C=C1,COC1=CC2=C(C[C@H](CC2)[C@@H]3CCCC34OCCO4)C=C1,COC1=CC2=C(C[C@@H](CC2)[C@@H]3CCCC34OCCO4)C=C1
QRNPFHWCHKSTSO	4	CC(CCC1=CC=CC=C1)NC(=O)C(C)OC2=CC=C(C=C2)C(=O)OC	C[C@@H](CCC1=CC=CC=C1)NC(=O)[C@@H](C)OC2=CC=C(C=C2)C(=O)OC,C[C@H](CCC1=CC=CC=C1)NC(=O)[C@@H](C)OC2=CC=C(C=C2)C(=O)OC,C[C@@H](CCC1=CC=CC=C1)NC(=O)[C@H](C)OC2=CC=C(C=C2)C(=O)OC,C[C@H](CCC1=CC=CC=C1)NC(=O)[C@H](C)OC2=CC=C(C=C2)C(=O)OC
HENXFLISWTXENK	4	CC1COCC(N1CC2=CC=C(C=C2)N)C	CC1COCC(N1CC2=CC=C(C=C2)N)C,C[C@@H]1COC[C@@H](N1CC2=CC=C(C=C2)N)C,C[C@H]1COC[C@@H](N1CC2=CC=C(C=C2)N)C,C[C@@H]1COC[C@H](N1CC2=CC=C(C=C2)N)C
ASJVTANNLLRIBU	4	CC1CC(C(O1)CN)O	CC1C[C@@H]([C@H](O1)CN)O,CC1C[C@H]([C@H](O1)CN)O,C[C@H]1CC(C(O1)CN)O,C[C@H]1C[C@@H]([C@H](O1)CN)O
HIOYYIUPIPSTDU	4	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C(=O)O)C)C)C2C1C)C)C	C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CCC5[C@@]4(CCCC5(C)C(=O)O)C)C)[C@@H]2[C@H]1C)C)C,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCC[C@]5(C)C(=O)O)C)C)[C@@H]2[C@H]1C)C)C,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCC[C@@]5(C)C(=O)O)C)C)[C@@H]2[C@H]1C)C)C,C[C@@H]1CCC2(CC[C@@]3(C(=CCC4C3(CCC5C4(CCC[C@]5(C)C(=O)O)C)C)C2C1C)C)C
ZFDVPAGSQRKYRS	4	C=CCCCCCCCC1C(OC(=O)C1=C)CCCCCC=C	C=CCCCCCCC[C@@H]1[C@@H](OC(=O)C1=C)CCCCCC=C,C=CCCCCCCC[C@H]1[C@H](OC(=O)C1=C)CCCCCC=C,C=CCCCCCCC[C@@H]1[C@H](OC(=O)C1=C)CCCCCC=C,C=CCCCCCCC[C@H]1[C@@H](OC(=O)C1=C)CCCCCC=C
JCRAPHCTJRSCOJ	4	CC(C)C1=CC2=C(C=C1)C(C2(C)C)(C(C)(C)C(C(C)C)O)O	CC(C)C1=CC2=C(C=C1)[C@](C2(C)C)(C(C)(C)[C@@H](C(C)C)O)O,CC(C)C1=CC2=C(C=C1)[C@@](C2(C)C)(C(C)(C)[C@@H](C(C)C)O)O,CC(C)C1=CC2=C(C=C1)[C@](C2(C)C)(C(C)(C)[C@H](C(C)C)O)O,CC(C)C1=CC2=C(C=C1)[C@@](C2(C)C)(C(C)(C)[C@H](C(C)C)O)O
RYECRUPCUJLBMS	4	CC1(OC(C(O1)C2CO2)COCC3=CC=CC=C3)C	CC1(O[C@H]([C@H](O1)[C@H]2CO2)COCC3=CC=CC=C3)C,CC1(O[C@@H]([C@H](O1)[C@H]2CO2)COCC3=CC=CC=C3)C,CC1(O[C@H]([C@H](O1)[C@@H]2CO2)COCC3=CC=CC=C3)C,CC1(O[C@@H]([C@H](O1)[C@@H]2CO2)COCC3=CC=CC=C3)C
HWRLAYKDFWFCPL	4	CCC(C)N(C(C)CC)C(=O)C1=CC=C(C=C1)OCC	CCC(C)N(C(C)CC)C(=O)C1=CC=C(C=C1)OCC,CC[C@H](C)N([C@@H](C)CC)C(=O)C1=CC=C(C=C1)OCC,CC[C@@H](C)N([C@H](C)CC)C(=O)C1=CC=C(C=C1)OCC,CC[C@@H](C)N([C@@H](C)CC)C(=O)C1=CC=C(C=C1)OCC
QAQBNESGJGKRGM	4	C1=CC=C(C=C1)CCC(C#N)NC(=O)C(CCC2=CC=CC=C2)F	C1=CC=C(C=C1)CC[C@@H](C#N)NC(=O)[C@@H](CCC2=CC=CC=C2)F,C1=CC=C(C=C1)CC[C@@H](C#N)NC(=O)[C@H](CCC2=CC=CC=C2)F,C1=CC=C(C=C1)CC[C@@H](C#N)NC(=O)C(CCC2=CC=CC=C2)F,C1=CC=C(C=C1)CCC(C#N)NC(=O)C(CCC2=CC=CC=C2)F
RQXZSUGSAGXJQQ	4	CC1=CC2=C(C=C1)NC(=O)C2=CC3CCC=CC3	CC1=CC2=C(C=C1)NC(=O)C2=CC3CCC=CC3,CC1=CC\2=C(C=C1)NC(=O)/C2=C\C3CCC=CC3,CC1=CC\2=C(C=C1)NC(=O)/C2=C\[C@H]3CCC=CC3,CC1=CC\2=C(C=C1)NC(=O)/C2=C\[C@@H]3CCC=CC3
AOPHAQVVNLJDMY	4	CC(C(C1=CC=CC=C1)NC)C(C2=CC=CC=C2)O	C[C@@H]([C@H](C1=CC=CC=C1)NC)[C@H](C2=CC=CC=C2)O,C[C@H]([C@@H](C1=CC=CC=C1)NC)[C@H](C2=CC=CC=C2)O,C[C@H]([C@@H](C1=CC=CC=C1)NC)[C@@H](C2=CC=CC=C2)O,C[C@@H]([C@H](C1=CC=CC=C1)NC)[C@@H](C2=CC=CC=C2)O
LPWGVKNNQMAGJH	4	CCOC1=CC=CC(=C1C=CCCC(=O)OCC)C(C)OCC2CO2	CCOC1=CC=CC(=C1/C=C/CCC(=O)OCC)[C@@H](C)OC[C@H]2CO2,CCOC1=CC=CC(=C1/C=C/CCC(=O)OCC)[C@@H](C)OCC2CO2,CCOC1=CC=CC(=C1C=CCCC(=O)OCC)[C@@H](C)OC[C@H]2CO2,CCOC1=CC=CC(=C1/C=C/CCC(=O)OCC)C(C)OCC2CO2
FAXMLILUOMOOJH	4	CC1=C(C=CC(=C1)C=C2C(=O)N=C(N2C)N)OC	CC1=C(C=CC(=C1)/C=C\2/C(=O)N=C(N2C)N)OC,CC1=C(C=CC(=C1)C=C2C(=O)N=C(N2C)N)OC,CC1=C(C=CC(=C1)/C=C/2\C(=O)N=C(N2C)N)OC,CC1=C(C=CC(=C1)/C=C\2/C(=O)NC(=N)N2C)OC
SLORCYCVJZLSBR	4	CC=CC(CC(CC(=O)O)O)O	C/C=C/C(C[C@H](CC(=O)O)O)O,C/C=C/[C@H](C[C@H](CC(=O)O)O)O,CC=CC(CC(CC(=O)O)O)O,CC=CC(C[C@H](CC(=O)O)O)O
OEKAYNSERYBRSV	4	CC(=O)C1CC(C1(C)C)C#N	CC(=O)[C@@H]1C[C@H](C1(C)C)C#N,CC(=O)[C@H]1C[C@H](C1(C)C)C#N,CC(=O)C1CC(C1(C)C)C#N,CC(=O)[C@@H]1C[C@@H](C1(C)C)C#N
LLBVYQBSJFFPRU	4	CCC(CO)NC(=O)C(C)C1=CC2=C(C=C1)C=C(C=C2)OC	CC[C@H](CO)NC(=O)C(C)C1=CC2=C(C=C1)C=C(C=C2)OC,CC[C@H](CO)NC(=O)[C@@H](C)C1=CC2=C(C=C1)C=C(C=C2)OC,CCC(CO)NC(=O)C(C)C1=CC2=C(C=C1)C=C(C=C2)OC,CCC(CO)NC(=O)[C@@H](C)C1=CC2=C(C=C1)C=C(C=C2)OC
OXMXWBHUENSAIH	4	CC=CC#CC#CC=CCOC(=O)C=C(C)C	CC=CC#CC#CC=CCOC(=O)C=C(C)C,C/C=C\C#CC#C/C=C/COC(=O)C=C(C)C,C/C=C/C#CC#C/C=C/COC(=O)C=C(C)C,C/C=C/C#CC#C/C=C\COC(=O)C=C(C)C
LWODPLGXCMWSHW	4	C1(C(C(C(C(C1O)O)OC2C(C(C(C(C2O)O)O)O)O)O)O)O	[C@H]1([C@@H](C([C@@H]([C@@H](C1O)O)O)OC2[C@H]([C@@H](C([C@H]([C@@H]2O)O)O)O)O)O)O,C1(C(C(C(C(C1O)O)OC2C(C(C(C(C2O)O)O)O)O)O)O)O,[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)O)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)O)O,[C@@H]1([C@H](C([C@H]([C@@H](C1O)O)O)OC2[C@@H]([C@@H](C([C@H]([C@@H]2O)O)O)O)O)O)O
RPJQIINPUPRITH	4	CCOC(=O)C1=C(C=C2C(=C1)C3=CC=CC=C3N2C)N4CC(OC(C4)C)C	CCOC(=O)C1=C(C=C2C(=C1)C3=CC=CC=C3N2C)N4CC(OC(C4)C)C,CCOC(=O)C1=C(C=C2C(=C1)C3=CC=CC=C3N2C)N4C[C@H](O[C@H](C4)C)C,CCOC(=O)C1=C(C=C2C(=C1)C3=CC=CC=C3N2C)N4C[C@H](O[C@@H](C4)C)C,CCOC(=O)C1=C(C=C2C(=C1)C3=CC=CC=C3N2C)N4C[C@@H](O[C@H](C4)C)C
YCXHBKLHFFHQIV	4	CC1=CC=C(O1)CN2CCOC3C2CCC3OCC4=CC=NC=C4	CC1=CC=C(O1)CN2CCO[C@@H]3[C@@H]2CC[C@H]3OCC4=CC=NC=C4,CC1=CC=C(O1)CN2CCO[C@@H]3[C@@H]2CC[C@@H]3OCC4=CC=NC=C4,CC1=CC=C(O1)CN2CCO[C@H]3[C@@H]2CC[C@@H]3OCC4=CC=NC=C4,CC1=CC=C(O1)CN2CCO[C@@H]3[C@H]2CC[C@H]3OCC4=CC=NC=C4
TZWBVVXGMPPKNJ	4	CC(C)C(=O)OC1=CC2=C(CC3C(=O)C2(CCN3C)C)C=C1	CC(C)C(=O)OC1=CC2=C(CC3C(=O)C2(CCN3C)C)C=C1,CC(C)C(=O)OC1=CC2=C(CC3C(=O)[C@@]2(CCN3C)C)C=C1,CC(C)C(=O)OC1=CC2=C(C[C@@H]3C(=O)[C@@]2(CCN3C)C)C=C1,CC(C)C(=O)OC1=CC2=C(C[C@@H]3C(=O)C2(CCN3C)C)C=C1
GCZPHWSYVUKUIC	4	CC(COCCO)C(C1=CC=CO1)N(C)C(=O)OC(C)(C)C	C[C@H](COCCO)[C@@H](C1=CC=CO1)N(C)C(=O)OC(C)(C)C,CC(COCCO)[C@@H](C1=CC=CO1)N(C)C(=O)OC(C)(C)C,CC(COCCO)C(C1=CC=CO1)N(C)C(=O)OC(C)(C)C,C[C@H](COCCO)C(C1=CC=CO1)N(C)C(=O)OC(C)(C)C
QUDKFIWKJQTMJN	4	CC1(C2(CCC1(C(=O)C2=O)C)C)C	CC1(C2(CCC1(C(=O)C2=O)C)C)C,C[C@]12CC[C@](C1(C)C)(C(=O)C2=O)C,C[C@]12CC[C@@](C1(C)C)(C(=O)C2=O)C,C[C@@]12CC[C@](C1(C)C)(C(=O)C2=O)C
JMPLADLXJPQANY	4	C1CCC2C(C1)C(=O)N3CCCCC3=N2	C1CC[C@@H]2[C@H](C1)C(=O)N3CCCCC3=N2,C1CC[C@H]2[C@H](C1)C(=O)N3CCCCC3=N2,C1CCC2C(C1)C(=O)N3CCCCC3=N2,C1CC[C@H]2[C@@H](C1)C(=O)N3CCCCC3=N2
YLWFCOMBLFKUKA	4	C1C2CC(C1C(=O)OC2)C(=O)O	C1[C@@H]2C[C@H]([C@H]1C(=O)OC2)C(=O)O,C1[C@@H]2C[C@@H]([C@H]1C(=O)OC2)C(=O)O,C1C2CC(C1C(=O)OC2)C(=O)O,C1[C@H]2C[C@@H]([C@@H]1C(=O)OC2)C(=O)O
