accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
AU15543426	AU_001	AU510707	131.1291	[M+H]+	199	C5H14N4	16.61
AU88952874	AU_001	AU530907	112.0869	[M+H]+	774	C5H9N3	12.147
AU07404708	AU_001	AU515307	132.1019	[M+H]+	791	C6H13NO2	7.082
AU79714222	AU_001	AU510908,AU510909	122.0964	[M+H]+	1001	C8H11N	6.2805
AU32701287	AU_001	AU215107,AU215108,AU215109,AU215110,AU215111	416.08949999999993	[M+H]+	1981	C21H18ClNO6	1.7713999999999999
AU98244980	AU_001	AU311107,AU311108,AU311109,AU311110	184.0192	[M+H]+	1982	C4H10NO3PS	1.75675
AU82512865	AU_001	AU216909,AU216910,AU216911	121.07599999999998	[M+H]+	2332	C7H8N2	6.691666666666666
AU91699291	AU_001	AU213707,AU213708,AU213709,AU213717,AU213718	441.16700000000003	[M+H]+	2541	C24H20N6O3	2.624
AU60857440	AU_001	AU203807,AU203808,AU203809,AU203810,AU203811	253.0972	[M+H]+	2555	C15H12N2O2	2.5036
AU22385344	AU_001	AU154007,AU154008	136.1121	[M+H]+	3007	C9H13N	6.493
AU22543794	AU_001	AU300907,AU300908,AU300909,AU300910,AU300911	230.0069	[M+H]+	3082	C5H12NO3PS2	1.468
AU95786005	AU_001	AU120707,AU120708,AU120709,AU120710,AU120711	380.1769	[M+H]+	3168	C22H22FN3O2	6.3356
AU28812358	AU_001	AU163107,AU163108,AU163109,AU163110,AU163111	388.1586	[M+H]+	3393	C21H23ClFN3O	5.832
AU27653718	AU_001	AU209407,AU209408,AU209409,AU209410,AU209411	429.23969999999997	[M+H]+	3749	C25H28N6O	1.6085999999999998
AU24748219	AU_001	AU223007,AU223008	129.1022	[M+H]+	3772	C6H12N2O	8.193
AU53230258	AU_001	AU162507,AU162508,AU162509,AU162510,AU162511	324.207	[M+H]+	3981	C20H25N3O	6.2652
AU70621769	AU_001	AU222107,AU222108,AU222109,AU222110,AU222111	278.1903	[M+H]+	4011	C20H23N	6.1104
AU14398573	AU_001	AU155907,AU155908,AU155909,AU155910,AU155911	326.0855	[M+H]+	4192	C18H13ClFN3	2.0195999999999996
AU02552249	AU_001	AU155107,AU155108,AU155109,AU155110,AU155111	266.1652	[M+H]+	4205	C17H19N3	6.0326
AU79066148	AU_001	AU220208,AU220209,AU220210,AU220211,AU220212	313.1911	[M+H]+	4891	C19H24N2O2	1.5205999999999997
AU54716314	AU_001	AU150507,AU150508,AU150509,AU150510,AU150511	411.2191000000001	[M+H]+	5073	C23H27FN4O2	6.3712
AU97203067	AU_001	AU510507,AU510508,AU510509	138.0913	[M+H]+	5610	C8H11NO	6.531
AU61780951	AU_001	AU219607,AU219608,AU219609,AU219610,AU219611	359.1853	[M+H]+	5865	C21H26O5	1.721
AU43141405	AU_001	AU117207,AU117208,AU117209,AU117210,AU117211	400.1755	[M+H]+	6167	C22H25NO6	2.017
AU67894871	AU_001	AU226507,AU226508,AU226509	183.07810000000003	[M+H]+	6535	C6H15O4P	1.4743333333333333
AU66741967	AU_001	AU223107,AU223108,AU223109	115.08660000000002	[M+H]+	6661	C5H10N2O	1.699
AU75944798	AU_001	AU107607,AU107608,AU107609,AU107610,AU107611	375.2166	[M+H]+	6741	C22H30O5	1.8208000000000002
AU94459926	AU_001	AU405007,AU405008,AU405009	120.05559999999998	[M+H]+	7220	C6H5N3	1.5703333333333334
AU47953168	AU_001	AU405608	136.0215	[M+H]+	7222	C7H5NS	2.82
AU90470225	AU_001	AU400407,AU400408,AU400409,AU400410,AU400411	161.9872	[M+H]+	7257	C6H5Cl2N	1.4143999999999999
AU02629875	AU_001	AU510307,AU510308,AU510309,AU510310	144.1747	[M+H]+	7616	C9H21N	5.77875
AU27931539	AU_001	AU387007,AU387008,AU387009	127.0727	[M+H]+	7955	C3H6N6	6.614999999999999
AU02289708	AU_001	AU405107,AU405108,AU405109,AU405110,AU405111	134.0713	[M+H]+	8705	C7H7N3	1.5684
AU92428129	AU_001	AU405707,AU405708,AU405709,AU405710,AU405711	151.0324	[M+H]+	8706	C7H6N2S	1.6254000000000002
AU19846649	AU_001	AU105407,AU105408,AU105409,AU105410,AU105411	734.4685	[M+H]+	12560	C37H67NO13	6.3338
AU02105779	AU_001	AU200307,AU200308,AU200309,AU200310,AU200311	134.0713	[M+H]+	13624	C7H7N3	6.561400000000001
AU19266049	AU_001	AU302707,AU302708,AU302709,AU302710,AU302711	214.0297	[M+H]+	14210	C5H12NO4PS	2.0265999999999997
AU10835005	AU_001	AU200408,AU200409,AU200410	141.0771	[M+H]+	15466	C5H8N4O	1.8709999999999998
AU00887556	AU_001	AU117007,AU117008,AU117009,AU117010,AU117011	349.1771	[M+H]+	21389	C19H20N6O	6.634600000000001
AU64257368	AU_001	AU224007,AU224008,AU224009,AU224010,AU224011	134.0713	[M+H]+	25902	C7H7N3	6.561400000000001
AU89805083	AU_001	AU104507,AU104508,AU104509,AU104510,AU104511	455.0373000000001	[M+H]+	33255	C14H14N8O4S3	5.659000000000001
AU52210571	AU_001	AU382507,AU382508,AU382509,AU382510	182.0126	[M+H]+	35970	C5H11NS3	3.914
AU38571951	AU_001	AU302107,AU302108,AU302109,AU302110,AU302111	167.104	[M+H]+	47866	C6H10N6	5.9898
AU53059652	AU_001	AU221207,AU221208,AU221209,AU221210,AU221211	405.2636	[M+H]+	53232	C24H36O5	1.42
AU41240668	AU_001	AU224707,AU224708,AU224709,AU224710,AU224711	564.3085	[M+H]+	55891	C30H46NO7P	2.4436
AU59649229	AU_001	AU224207	297.1849	[M+H]+	60198	C20H24O2	1.466
