accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
EA12245272	EA_002	EA280301,EA280314	240.115	[M+H]+	444	C13H18ClNO	5.8
EA82181098	EA_002	EA020201,EA020214	231.1016	[M+H]+	1302	C14H14O3	10.2
EA11164335	EA_002	EA281801,EA281814	197.084	[M+H]+	1355	C10H13ClN2	5.2
EA08687623	EA_002	EA024301,EA024314	152.0706	[M+H]+	1983	C8H9NO2	2.2
EA09829952	EA_002	EA010401,EA010414	270.1255	[M+H]+	1988	C14H20ClNO2	11.7
EA30481963	EA_002	EA027401,EA027414	270.1255	[M+H]+	2078	C14H20ClNO2	11.7
EA68030622	EA_002	EA285101,EA285114	240.1594	[M+H]+	2083	C13H21NO3	2.0
EA36674659	EA_002	EA023901,EA023914	614.7769	[M+H]+	2140	C11H9I3N2O4	1.6
EA94028937	EA_002	EA084501,EA084514	204.1131	[M+H]+	2151	C11H13N3O	2.6
EA63016927	EA_002	EA285201,EA285214	370.1795	[M+H]+	2159	C17H27N3O4S	3.8
EA03387334	EA_002	EA282101,EA282114	278.1903	[M+H]+	2160	C20H23N	8.6
EA83653290	EA_002	EA033801,EA033814	189.1022	[M+H]+	2206	C11H12N2O	4.6
EA90956902	EA_002	EA016901,EA016914	267.1703	[M+H]+	2249	C14H22N2O3	2.0
EA26146475	EA_002	EA028801,EA028814	216.101	[M+H]+	2256	C8H14ClN5	8.3
EA30412822	EA_002	EA025301,EA025314	241.0641	[M+H]+	2328	C10H12N2O3S	7.5
EA75092505	EA_002	EA282301,EA282314	290.1387	[M+H]+	2340	C16H19NO4	4.6
EA29948462	EA_002	EA030301,EA030314	195.0877	[M+H]+	2519	C8H10N4O2	4.0
EA45526876	EA_002	EA067401,EA067414	455.2904	[M+H]+	2520	C27H38N2O4	7.3
EA49657117	EA_002	EA280401,EA280414	441.167	[M+H]+	2541	C24H20N6O3	9.3
EA31023947	EA_002	EA019401,EA019414	237.1022	[M+H]+	2554	C15H12N2O	7.8
EA20325708	EA_002	EA091601,EA091614	253.0972	[M+H]+	2555	C15H12N2O2	6.3
EA62963786	EA_002	EA277201,EA277214	389.1626	[M+H]+	2678	C21H25ClN2O3	9.3
EA23147099	EA_002	EA295001,EA295014	349.9336	[M+H]+	2730	C9H11Cl3NO3PS	16.0
EA13705395	EA_002	EA027601,EA027614	332.1405	[M+H]+	2764	C17H18FN3O3	4.5
EA83103936	EA_002	EA290101,EA290114	325.1711	[M+H]+	2771	C20H21FN2O	6.6
EA84603474	EA_002	EA020401	215.0469	[M+H]+	2797	C10H11ClO3	10.0
EA23806083	EA_002	EA032901,EA032914	345.1153	[M+H]+	2812	C22H17ClN2	8.8
EA19481296	EA_002	EA257901,EA257914	261.0321	[M+H]+	2907	C7H15Cl2N2O2P	6.3
EA91834382	EA_002	EA282201,EA282214	136.1121	[M+H]+	3007	C9H13N	3.5
EA09315690	EA_002	EA262601,EA262614	285.0789	[M+H]+	3016	C16H13ClN2O	10.1
EA24671564	EA_002	EA029301,EA029314	305.1083	[M+H]+	3017	C12H21N2O3PS	13.0
EA68896757	EA_002	EA027501	220.9767	[M+H]+	3030	C8H6Cl2O3	7.0
EA20509092	EA_002	EA020101,EA020114	296.024	[M+H]+	3033	C14H11Cl2NO2	12.8
EA93691533	EA_002	EA276101,EA276114	230.0069	[M+H]+	3082	C5H12NO3PS2	5.2
EA03358688	EA_002	EA029201,EA029214	233.0243	[M+H]+	3120	C9H10Cl2N2O	8.9
EA16362176	EA_002	EA033601,EA033614	361.1201	[M+H]+	3339	C20H21ClO4	15.7
EA26305384	EA_002	EA266601,EA266614	436.946	[M+H]+	3352	C12H4Cl2F6N4OS	12.6
EA97562283	EA_002	EA032801,EA032814	307.1113	[M+H]+	3365	C13H12F2N6O	5.3
EA77785697	EA_002	EA256601,EA256614	131.0251	[M+H]+	3385	C4H3FN2O2	1.0
EA33957898	EA_002	EA033401,EA033414	310.1413	[M+H]+	3386	C17H18F3NO	9.2
EA21042334	EA_002	EA260001,EA260014	331.015	[M+H]+	3440	C12H11ClN2O5S	6.8
EA16770403	EA_002	EA256101,EA256114	172.1332	[M+H]+	3446	C9H17NO2	3.6
EA06596014	EA_002	EA261001,EA261014	297.9718	[M+H]+	3639	C7H8ClN3O4S2	2.2
EA72778022	EA_002	EA257201,EA257214	235.1805	[M+H]+	3676	C14H22N2O	4.2
EA90786029	EA_002	EA268301,EA268314	261.0321	[M+H]+	3690	C7H15Cl2N2O2P	6.3
EA01645945	EA_002	EA020701,EA020714	358.0841	[M+H]+	3715	C19H16ClNO4	12.9
EA97039799	EA_002	EA023101,EA023114	821.8876	[M+H]+	3730	C19H26I3N3O9	1.6
EA11252851	EA_002	EA024001,EA024014	777.8614	[M+H]+	3731	C17H22I3N3O8	1.6
EA34067127	EA_002	EA024101,EA024114	777.8614	[M+H]+	3734	C17H22I3N3O8	1.2
EA26002454	EA_002	EA024201,EA024214	791.877	[M+H]+	3736	C18H24I3N3O8	2.7
EA75673566	EA_002	EA277401,EA277414	429.2397	[M+H]+	3749	C25H28N6O	9.2
EA44435907	EA_002	EA282601,EA282614	238.0993	[M+H]+	3821	C13H16ClNO	4.6
EA16414448	EA_002	EA020501,EA020514	255.1016	[M+H]+	3825	C16H14O3	9.6
EA72061020	EA_002	EA267601,EA267614	256.0151	[M+H]+	3878	C9H7Cl2N5	5.4
EA77363878	EA_002	EA020801,EA020814	242.1176	[M+H]+	4044	C15H15NO2	14.5
EA75267801	EA_002	EA255001,EA255014	130.1087	[M+H]+	4091	C4H11N5	0.8
EA22320067	EA_002	EA282801,EA282814	310.2165	[M+H]+	4095	C21H27NO	8.4
EA34635884	EA_002	EA278101,EA278114	300.1473	[M+H]+	4168	C14H22ClN3O2	4.3
EA65698249	EA_002	EA026801,EA026814	284.1412	[M+H]+	4169	C15H22ClNO2	11.8
EA98918911	EA_002	EA017201,EA017214	268.1907	[M+H]+	4171	C15H25NO3	5.1
EA57286527	EA_002	EA019701,EA019714	172.0717	[M+H]+	4173	C6H9N3O3	2.1
EA48910619	EA_002	EA267501,EA267514	269.1051	[M+H]+	4235	C13H17ClN2O2	4.5
