accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
EA35069674	EA_003	EA280302,EA280303,EA280304,EA280305,EA280306,EA280307,EA280308,EA280309,EA280310,EA280311,EA280312,EA280313	240.11499999999992	[M+H]+	444	5.8
EA22417328	EA_003	EA020202,EA020203,EA020204,EA020205,EA020206,EA020207,EA020208,EA020209,EA020210,EA020211,EA020212,EA020213	231.1016	[M+H]+	1302	10.200000000000001
EA82511536	EA_003	EA281802,EA281803,EA281804,EA281805,EA281806,EA281807,EA281808,EA281809,EA281810,EA281811,EA281812,EA281813	197.08400000000003	[M+H]+	1355	5.200000000000001
EA88080186	EA_003	EA024302,EA024303,EA024304,EA024305,EA024306,EA024307,EA024308,EA024309,EA024310,EA024311,EA024312,EA024313	152.0706	[M+H]+	1983	2.1999999999999997
EA19375068	EA_003	EA010402,EA010403,EA010404,EA010405,EA010406,EA010407,EA010408,EA010409,EA010410,EA010411,EA010412,EA010413	270.12550000000005	[M+H]+	1988	11.699999999999998
EA85849288	EA_003	EA027402,EA027403,EA027404,EA027405,EA027406,EA027407,EA027408,EA027409,EA027410,EA027411,EA027412,EA027413	270.12550000000005	[M+H]+	2078	11.699999999999998
EA05975799	EA_003	EA285102,EA285103,EA285104,EA285105,EA285106,EA285107,EA285108,EA285109,EA285110,EA285111,EA285112,EA285113	240.1594	[M+H]+	2083	2.0
EA26672713	EA_003	EA023902,EA023903,EA023904,EA023905,EA023906,EA023907,EA023908,EA023909,EA023910,EA023911,EA023912,EA023913	614.7769	[M+H]+	2140	1.6000000000000003
EA70584978	EA_003	EA084502,EA084503,EA084504,EA084505,EA084506,EA084507,EA084508,EA084509,EA084510,EA084511,EA084512,EA084513	204.1131	[M+H]+	2151	2.6000000000000005
EA31907485	EA_003	EA285202,EA285203,EA285204,EA285205,EA285206,EA285207,EA285208,EA285209,EA285210,EA285211,EA285212,EA285213	370.17950000000013	[M+H]+	2159	3.799999999999999
EA70439326	EA_003	EA282102,EA282103,EA282104,EA282105,EA282106,EA282107,EA282108,EA282109,EA282110,EA282111,EA282112,EA282113	278.19030000000004	[M+H]+	2160	8.599999999999998
EA55854233	EA_003	EA033802,EA033803,EA033804,EA033805,EA033806,EA033807,EA033808,EA033809,EA033810,EA033811,EA033812,EA033813	189.1022	[M+H]+	2206	4.6000000000000005
EA05798036	EA_003	EA016902,EA016903,EA016904,EA016905,EA016906,EA016907,EA016908,EA016909,EA016910,EA016911,EA016912,EA016913	267.17029999999994	[M+H]+	2249	2.0
EA27774271	EA_003	EA028802,EA028803,EA028804,EA028805,EA028806,EA028807,EA028808,EA028809,EA028810,EA028811,EA028812,EA028813	216.10100000000008	[M+H]+	2256	8.299999999999999
EA58604792	EA_003	EA025302,EA025303,EA025304,EA025305,EA025306,EA025307,EA025308,EA025309,EA025310,EA025311,EA025312,EA025313	241.06410000000002	[M+H]+	2328	7.5
EA28928564	EA_003	EA282302,EA282303,EA282304,EA282305,EA282306,EA282307,EA282308,EA282309,EA282310,EA282311,EA282312,EA282313	290.1387	[M+H]+	2340	4.6000000000000005
EA16061952	EA_003	EA030302,EA030303,EA030304,EA030305,EA030306,EA030307,EA030308,EA030309,EA030310,EA030311,EA030312,EA030313	195.0877	[M+H]+	2519	4.0
EA62471834	EA_003	EA067402,EA067403,EA067404,EA067405,EA067406,EA067407,EA067408,EA067409,EA067410,EA067411,EA067412,EA067413	455.2903999999999	[M+H]+	2520	7.3
EA10661727	EA_003	EA280402,EA280403,EA280404,EA280405,EA280406,EA280407,EA280408,EA280409,EA280410,EA280411,EA280412,EA280413	441.1670000000001	[M+H]+	2541	9.299999999999999
EA94688088	EA_003	EA019402,EA019403,EA019404,EA019405,EA019406,EA019407,EA019408,EA019409,EA019410,EA019411,EA019412,EA019413	237.10219999999995	[M+H]+	2554	7.8
EA33560876	EA_003	EA091602,EA091603,EA091604,EA091605,EA091606,EA091607,EA091608,EA091609,EA091610,EA091611,EA091612,EA091613	253.09720000000002	[M+H]+	2555	6.3
