accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
NA31422010	NA_003	NA000802,NA000804,NA000806,NA000932,NA000934,NA000936,NA001055,NA001057,NA001059,NA001182,NA001184,NA001186,NA001309,NA001311,NA001313,NA001434,NA001436,NA001438,NA001569,NA001571,NA001573,NA001694,NA001696,NA001698,NA001814,NA001816,NA001818,NA001932,NA001934,NA001936,NA002048,NA002050,NA002052	271.0964999999999	[M+H]+	4053302	C16H14O4	10.293181818181816
NA84730794	NA_003	NA001629,NA001631,NA001633	375.253	[M+H]+	4369270	C23H34O4	11.04
NA29100891	NA_003	NA002414,NA002415,NA002416,NA002417,NA002418,NA002809,NA002810,NA002811,NA002812,NA002813,NA003189,NA003190,NA003191,NA003192,NA003193,NA003554,NA003555,NA003556,NA003557,NA003558	269.0808	[M+H]+	5280378	C16H12O4	10.650749999999999
NA81330124	NA_003	NA002521,NA002522,NA002523,NA002524,NA002525,NA002914,NA002915,NA002916,NA002917,NA002918,NA003289,NA003290,NA003291,NA003292,NA003293,NA003659,NA003660,NA003661,NA003662,NA003663	325.0707000000001	[M+H]+	5280389	C18H12O6	11.8335
NA64247713	NA_003	NA000831,NA000833,NA000835,NA000956,NA000958,NA000960,NA001085,NA001087,NA001089,NA001212,NA001214,NA001216,NA001339,NA001341,NA001343,NA001464,NA001466,NA001468,NA001599,NA001601,NA001603,NA001719,NA001721,NA001723,NA001844,NA001846,NA001848,NA001962,NA001964,NA001966,NA002078,NA002080,NA002082	179.07030000000006	[M+H]+	5280536	C10H10O3	7.451454545454545
NA23393137	NA_003	NA000836,NA000838,NA000840,NA000961,NA000963,NA000965,NA001090,NA001092,NA001094,NA001217,NA001219,NA001221,NA001344,NA001346,NA001348,NA001469,NA001471,NA001473,NA001604,NA001606,NA001608,NA001724,NA001726,NA001728,NA001849,NA001851,NA001853,NA001967,NA001969,NA001971,NA002083,NA002085,NA002087	179.03390000000005	[M+H]+	5280569	C9H6O4	4.594727272727272
NA12922615	NA_003	NA002611,NA002612,NA002613,NA002614,NA002615	565.1552	[M+H]+	5280746	C26H28O14	8.953
NA47959356	NA_003	NA002628,NA002629,NA002630,NA002631,NA002632,NA003011,NA003012,NA003013,NA003014,NA003015,NA003379,NA003380,NA003381,NA003382,NA003383,NA003752,NA003753,NA003754,NA003755,NA003756	287.055	[M+H]+	5280863	C15H10O6	10.40025
NA36913717	NA_003	NA002260,NA002261,NA002262,NA002263,NA002264,NA002657,NA002658,NA002659,NA002660,NA002661,NA003039,NA003040,NA003041,NA003042,NA003043,NA003404,NA003405,NA003406,NA003407,NA003408	336.1805000000001	[M+H]+	5280906	C18H25NO5	4.082000000000001
NA13888202	NA_003	NA002486,NA002487,NA002488,NA002489,NA002490,NA002879,NA002880,NA002881,NA002882,NA002883,NA003259,NA003260,NA003261,NA003262,NA003263,NA003624,NA003625,NA003626,NA003627,NA003628	163.0389999999999	[M+H]+	5281426	C9H6O3	6.197749999999999
NA25032632	NA_003	NA002319,NA002320,NA002321,NA002322,NA002323,NA002714,NA002715,NA002716,NA002717,NA002718,NA003094,NA003095,NA003096,NA003097,NA003098,NA003459,NA003460,NA003461,NA003462,NA003463	233.1536	[M+H]+	5281437	C15H20O2	11.73
NA31075311	NA_003	NA002250,NA002251,NA002252,NA002253,NA002254,NA002648,NA002649,NA002650,NA002651,NA003031,NA003032,NA003033	319.154	[M+H]+	5281576	C18H22O5	11.700083333333332
NA98206451	NA_003	NA002496,NA002497,NA002498,NA002499,NA002500,NA002889,NA002890,NA002891,NA002892,NA002893,NA003264,NA003265,NA003266,NA003267,NA003268,NA003634,NA003635,NA003636,NA003637,NA003638	255.0652	[M+H]+	5281708	C15H10O4	9.192499999999999
NA31273251	NA_003	NA002464,NA002465,NA002466,NA002467,NA002468,NA002859,NA002860,NA002861,NA002862,NA002863,NA003239,NA003240,NA003241,NA003242,NA003243,NA003604,NA003605,NA003606,NA003607,NA003608	398.21730000000014	[M+H]+	5281729	C20H31NO7	6.482999999999999
NA81501871	NA_003	NA002295,NA002296,NA002297,NA002298,NA002299,NA002692,NA002693,NA002694,NA002695,NA002696,NA003074,NA003075,NA003076,NA003077,NA003078,NA003439,NA003440,NA003441,NA003442,NA003443	412.23300000000006	[M+H]+	5281735	C21H33NO7	7.424000000000001
NA51573500	NA_003	NA002541,NA002542,NA002543,NA002544,NA002545,NA002934,NA002935,NA002936,NA002937,NA002938,NA003309,NA003310,NA003311,NA003312,NA003313,NA003679,NA003680,NA003681,NA003682,NA003683	352.17550000000006	[M+H]+	5281743	C18H25NO6	1.5947500000000001
NA60091237	NA_003	NA002439,NA002440,NA002441,NA002442,NA002443,NA002834,NA002835,NA002836,NA002837,NA002838,NA003214,NA003215,NA003216,NA003217,NA003218,NA003579,NA003580,NA003581,NA003582,NA003583	334.1648999999999	[M+H]+	5281750	C18H23NO5	2.059749999999999
NA69487833	NA_003	NA002384,NA002385,NA002386,NA002387,NA002388,NA002779,NA002780,NA002781,NA002782,NA002783,NA003159,NA003160,NA003161,NA003162,NA003163,NA003524,NA003525,NA003526,NA003527,NA003528	366.1911	[M+H]+	5281752	C19H27NO6	6.363249999999999
NA87181110	NA_003	NA002616,NA002617	611.1607	[M+H]+	5293655	C27H30O16	8.528
NA04143611	NA_003	NA002349,NA002350,NA002351,NA002352,NA002353,NA002744,NA002745,NA002746,NA002747,NA002748,NA003124,NA003125,NA003126,NA003127,NA003128,NA003489,NA003490,NA003491,NA003492,NA003493	330.1911	[M+H]+	5355258	C16H27NO6	2.743
