accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
LQB6741999	LQB_000	LQB00309,LQB00310,LQB00695,LQB00696	883.53295	[M-H]-	138265138	8.467917499999999
LQB4852350	LQB_000	LQB00148,LQB00534	866.5858	[M+CH3COOH-H]-	138265660	9.39641
LQB3429467	LQB_000	LQB00365,LQB00366,LQB00367,LQB00751,LQB00752,LQB00753	859.6849666666667	[M+CH3COOH-H]-	138266111	12.882149999999998
LQB1291109	LQB_000	LQB00063,LQB00449	718.6296	[M+CH3COOH-H]-	138267143	12.98212
LQB0064007	LQB_000	LQB00203,LQB00589	794.5693	[M-H]-	138267167	11.15535
LQB5972156	LQB_000	LQB00235,LQB00621	550.3483	[M-H]-	138269195	7.450601
LQB7239432	LQB_000	LQB00381,LQB00382,LQB00767,LQB00768	843.6559500000001	[M+CH3COOH-H]-	138269524	11.024740000000001
LQB7074728	LQB_000	LQB00224,LQB00610	784.4932	[M-H]-	138269664	8.596491
LQB4577455	LQB_000	LQB00117,LQB00503	904.6999	[M+CH3COOH-H]-	138270315	13.26266
LQB0343709	LQB_000	LQB00295,LQB00296,LQB00681,LQB00682	859.53585	[M-H]-	138271538	8.4606775
LQB6836674	LQB_000	LQB00190,LQB00576	728.521	[M-H]-	138271670	9.902286
LQB4300748	LQB_000	LQB00096,LQB00482	824.5427	[M+CH3COOH-H]-	138271824	8.634011
LQB7485561	LQB_000	LQB00130,LQB00516	828.5744	[M+CH3COOH-H]-	138271945	9.103286
LQB5568668	LQB_000	LQB00070,LQB00456	764.7082	[M+CH3COOH-H]-	138278543	13.77286
LQB4330891	LQB_000	LQB00068,LQB00454	734.6581	[M+CH3COOH-H]-	138280473	13.31557
LQB1851446	LQB_000	LQB00069,LQB00455	750.6931	[M+CH3COOH-H]-	138280526	13.65635
LQB5092805	LQB_000	LQB00050,LQB00051,LQB00436,LQB00437	704.6183	[M+CH3COOH-H]-	138281222	12.66358
LQB8795577	LQB_000	LQB00279,LQB00665	845.5375	[M-H]-	138282218	8.176772
LQB8329383	LQB_000	LQB00311,LQB00697	913.5835	[M-H]-	138283546	9.142293
LQB9698078	LQB_000	LQB00297,LQB00683	857.5197	[M-H]-	138284476	8.301669
LQB1616916	LQB_000	LQB00335,LQB00721	812.5401	[M-H]-	138288011	8.944738
LQB1394800	LQB_000	LQB00221,LQB00607	788.5227	[M-H]-	138289447	9.106498
LQB7545370	LQB_000	LQB00140,LQB00526	896.6354	[M+CH3COOH-H]-	138291977	10.98032
LQB7801942	LQB_000	LQB00345,LQB00731	854.5099	[M-H]-	138292917	8.073263
LQB0212624	LQB_000	LQB00316,LQB00317,LQB00702,LQB00703	883.53285	[M-H]-	138296016	8.352865
LQB7950517	LQB_000	LQB00286,LQB00672	867.519	[M-H]-	138297554	7.938156
LQB8780440	LQB_000	LQB00194,LQB00580	774.5045	[M-H]-	138298600	9.078252
LQB6833044	LQB_000	LQB00228,LQB00614	816.5525	[M-H]-	138299684	10.25158
LQB0305647	LQB_000	LQB00323,LQB00709	899.5654	[M-H]-	138300906	9.006672
LQB2053448	LQB_000	LQB00325,LQB00326,LQB00711,LQB00712	905.51855	[M-H]-	138302649	8.069082
LQB5320815	LQB_000	LQB00283,LQB00669	839.4861	[M-H]-	138303433	7.664656
LQB9951567	LQB_000	LQB00200,LQB00586	766.5347	[M-H]-	138303640	10.33506
LQB4041024	LQB_000	LQB00342,LQB00728	808.5045	[M-H]-	138303740	8.38092
LQB4003408	LQB_000	LQB00277,LQB00278,LQB00663,LQB00664	817.50335	[M-H]-	138304869	7.90774
LQB1024754	LQB_000	LQB00153,LQB00539	928.6982	[M+CH3COOH-H]-	138305555	13.08623
LQB9156322	LQB_000	LQB00284,LQB00670	873.5632	[M-H]-	138306632	8.431176
LQB2679302	LQB_000	LQB00305,LQB00691	863.5657	[M-H]-	138306742	9.13166
LQB9829775	LQB_000	LQB00192,LQB00578	750.5046	[M-H]-	138307871	9.362026
LQB9173099	LQB_000	LQB00058,LQB00444	692.6162	[M+CH3COOH-H]-	138309111	12.98283
LQB5845368	LQB_000	LQB00053,LQB00439	720.6503	[M+CH3COOH-H]-	138309507	13.18672
LQB2694781	LQB_000	LQB00361,LQB00362,LQB00747,LQB00748	831.65445	[M+CH3COOH-H]-	138309803	11.45441
LQB2822347	LQB_000	LQB00231,LQB00617	808.4932	[M-H]-	138310701	8.547914
LQB2152408	LQB_000	LQB00059,LQB00445	706.6312	[M+CH3COOH-H]-	138311445	13.12529
LQB5572686	LQB_000	LQB00328,LQB00714	758.495	[M-H]-	138312604	8.341066
LQB7334440	LQB_000	LQB00065,LQB00451	732.6412	[M+CH3COOH-H]-	138312702	13.12883
LQB2302190	LQB_000	LQB00318,LQB00704	881.5175	[M-H]-	138312827	8.1139
LQB0136755	LQB_000	LQB00064,LQB00450	734.6599	[M+CH3COOH-H]-	138314265	13.34272
LQB6858875	LQB_000	LQB00220,LQB00606	766.538	[M-H]-	138317509	9.793209
LQB0070364	LQB_000	LQB00212,LQB00213,LQB00598,LQB00599	764.52255	[M-H]-	138318539	9.5195495
