CCCCC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C/C=C/C=C/C=C/C=C/CC	134771447	URYOXNXYRWKMQD-OZNWVSNPSA-N	C45H72NO8P
CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)O[C@H](COC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)COP(=O)(O)OCCN	134785213	ZREDJMKVGBUJFA-XSRVRONYSA-N	C45H72NO8P
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	53479701	IZQPIRCYCWWAIH-FCCVTKNJSA-N	C45H72NO8P
CC/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)O[C@H](COC(=O)CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)COP(=O)(O)OCCN	134758792	POWJAGNJSUBWMC-BPRWAKLVSA-N	C45H72NO8P
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	52924685	YBLJOKQNMMQIEJ-VXRYDXQSSA-N	C45H72NO8P
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	52924846	RHKUXMRRFDIFRN-XYSDHXCGSA-N	C45H72NO8P
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	53479920	SCCCRHQQTFTIJM-PZXUUWLZSA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	138279917	VIPNJNOYNFESAL-WMRBQUBTSA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	53479834	MIDYNHJLEGFUGG-YOIRSDSASA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/CCCCC(=O)O[C@H](COC(=O)CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)COP(=O)(O)OCCN	134763756	RHKUXMRRFDIFRN-DTUREPLYSA-N	C45H72NO8P
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C/C=C/C=C/CC	134756853	OXSODTZFXLFFOQ-BOAIIBGJSA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	131821279	IFHZXTQSUVXERZ-CUPQRNOZSA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O[C@H](COC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)COP(=O)(O)OCCN	134780640	YBLJOKQNMMQIEJ-ZVWPNZHJSA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C/C=C/C=C/C=C/CC	134736778	HVUITFTUAYVEJX-CDIYJHRCSA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCC/C=C/C=C/C=C/C=C/C=C/CC	134748287	LWOBDEIOZQGINO-XHZGWPSESA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	53479953	POWJAGNJSUBWMC-DYFMDJBZSA-N	C45H72NO8P
CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC	134770313	UHRUJIGXZMOFTR-VQDOZAOISA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)O[C@H](COC(=O)CCCCCCC/C=C/C=C/C=C/C=C/CC)COP(=O)(O)OCCN	134774915	VZAPRIGVIDTXOM-ORGGCTOBSA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC	134778302	XFOUDFBTMPRKPL-RQOGBTLCSA-N	C45H72NO8P
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C/C=C/C=C/C=C/CC)COP(=O)(O)OCCN	134771481	USGFTHUJSVZICU-BOUMKOHXSA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	138251877	RGMOUPDSMFQEEF-XPHORVTMSA-N	C45H72NO8P
CCC/C=C/C=C/C=C/C=C/C=C/CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C/C=C/C=C/C=C/CC	134717648	ACOYBSUGJHSSBU-RVSMRARBSA-N	C45H72NO8P
CC/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC	134763668	RGMOUPDSMFQEEF-BEGUGOFVSA-N	C45H72NO8P
CCCCC/C=C/C/C=C/C/C=C/CCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC	134755796	ONSVAFNPEAEPSP-HIASRTISSA-N	C45H72NO8P
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	138274158	UQSFZGNZGJKJNY-LCRMAATCSA-N	C45H72NO8P
