accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	molecular_formula	retention_time
AU55620611	AU_003	AU112601	152.0706	[M+H]+	1983	C8H9NO2	3.6
AU75910235	AU_003	AU105804,AU105805	266.0958	[M+H]+	2082	C12H15N3O2S	9.4
AU10594639	AU_003	AU110001,AU110002	240.1594	[M+H]+	2083	C13H21NO3	3.2
AU41148328	AU_003	AU110601	267.1703	[M+H]+	2249	C14H22N2O3	3.3
AU04112984	AU_003	AU117302,AU117303,AU117304,AU117305	375.0066	[M+H]+	2442	C14H20Br2N2	10.275
AU19285622	AU_003	AU112001,AU112002,AU112003,AU112004,AU112005	237.10219999999998	[M+H]+	2554	C15H12N2O	7.3
AU44170706	AU_003	AU112102,AU112103,AU112104,AU112105	319.103	[M+H]+	2726	C17H19ClN2S	9.4
AU86936215	AU_003	AU109901	277.0869	[M+H]+	2783	C12H18Cl2N2O	4.9
AU04720586	AU_003	AU113601,AU113602,AU113603,AU113604,AU113605	363.0217	[M+H]+	2871	C14H16ClO5PS	11.0
AU47450940	AU_003	AU102401	249.0692	[M+H]+	2955	C12H12N2O2S	4.2
AU62532521	AU_003	AU114701,AU114702,AU114703,AU114704,AU114705	296.024	[M+H]+	3033	C14H11Cl2NO2	10.2
AU87721567	AU_003	AU106201,AU106202,AU106203,AU106204,AU106205	300.0801	[M+H]+	3334	C15H13N3O2S	10.180000000000001
AU87927430	AU_003	AU103004,AU103005	262.0874	[M+H]+	3374	C14H12FNO3	7.3
AU10217326	AU_003	AU112201,AU112202,AU112203,AU112204,AU112205	376.1474	[M+H]+	3559	C21H23ClFNO2	7.58
AU19962530	AU_003	AU111101,AU111102,AU111103,AU111104,AU111105	366.0674	[M+H]+	3702	C16H16ClN3O3S	6.6
AU59278049	AU_003	AU115001,AU115002,AU115003	255.1016	[M+H]+	3825	C16H14O3	8.4
AU41500472	AU_003	AU110201,AU110204,AU110205	311.1133	[M+H]+	3995	C13H18ClF3N2O	5.366666666666667
AU68455733	AU_003	AU106401,AU106402,AU106403,AU106404,AU106405,AU116401	296.103	[M+H]+	4030	C16H13N3O3	8.133333333333333
AU67604468	AU_003	AU115101,AU115102,AU115103,AU115104,AU115105	242.11759999999998	[M+H]+	4044	C15H15NO2	11.5
AU59710928	AU_003	AU112701	130.1087	[M+H]+	4091	C4H11N5	1.4
AU20107351	AU_003	AU106901	172.0717	[M+H]+	4173	C6H9N3O3	3.8
AU14165971	AU_003	AU115401,AU115404,AU115405	283.0689	[M+H]+	4488	C13H9F3N2O2	9.533333333333333
AU91068472	AU_003	AU103204,AU103205	320.1405	[M+H]+	4539	C16H18FN3O3	4.6
AU41105539	AU_003	AU111301,AU111302,AU111303,AU111304,AU111305	346.122	[M+H]+	4594	C17H19N3O3S	7.5
AU96817559	AU_003	AU103401,AU103404,AU103405	262.071	[M+H]+	4628	C13H11NO5	5.966666666666666
AU85012035	AU_003	AU115801,AU115802,AU115803,AU115804,AU115805	309.1598	[M+H]+	4781	C19H20N2O2	4.66
AU77555021	AU_003	AU111501	315.1485	[M+H]+	5039	C13H22N4O3S	3.3
AU96502016	AU_003	AU107101	201.0618	[M+H]+	5094	C6H8N4O4	3.8
AU28904956	AU_003	AU101101,AU101102,AU101103,AU101104	251.0597	[M+H]+	5215	C10H10N4O2S	3.3249999999999997
AU26806068	AU_003	AU100902,AU100903,AU100904,AU100905	311.0809	[M+H]+	5323	C12H14N4O4S	4.6499999999999995
AU15973004	AU_003	AU101201	215.0597	[M+H]+	5324	C7H10N4O2S	2.1
AU31519679	AU_003	AU101601	265.0754	[M+H]+	5325	C11H12N4O2S	4.0
AU76653869	AU_003	AU102501	281.0703	[M+H]+	5326	C11H12N4O3S	4.2
AU09235430	AU_003	AU100801	279.091	[M+H]+	5327	C12H14N4O2S	4.4
AU89405259	AU_003	AU101702	271.0318	[M+H]+	5328	C9H10N4O2S2	4.2
AU38336436	AU_003	AU101801	254.0594	[M+H]+	5329	C10H11N3O3S	4.7
AU02041054	AU_003	AU101501,AU101502,AU101503,AU101504,AU101505	281.0703	[M+H]+	5330	C11H12N4O3S	4.28
AU21153868	AU_003	AU102202	173.0379	[M+H]+	5333	C6H8N2O2S	2.3
AU65307401	AU_003	AU102001	250.0645	[M+H]+	5336	C11H11N3O2S	3.9
AU72658720	AU_003	AU101302	268.075	[M+H]+	5344	C11H13N3O3S	4.8
AU32275543	AU_003	AU110101,AU110102,AU110103	226.14379999999997	[M+H]+	5403	C12H19NO3	3.033333333333333
AU32923397	AU_003	AU106601,AU106604,AU106605	202.04329999999996	[M+H]+	5430	C10H7N3S	6.2
AU76936575	AU_003	AU110903,AU110904,AU110905	254.1149	[M+H]+	5546	C12H11N7	4.7
AU72844111	AU_003	AU107701	315.2319	[M+H]+	5994	C21H30O2	11.2
AU20374450	AU_003	AU108401,AU108402,AU108403,AU108404,AU108405,AU118402	238.1074	[M+H]+	6034	C12H15NO4	6.366666666666667
AU49673652	AU_003	AU117102,AU117103,AU117104,AU117105	400.1755	[M+H]+	6167	C22H25NO6	6.25
AU28076825	AU_003	AU100701	285.0208	[M+H]+	6634	C10H9ClN4O2S	4.6
AU14578348	AU_003	AU105402,AU105403,AU105404,AU105405	734.4685	[M+H]+	12560	C37H67NO13	8.075000000000001
AU47073875	AU_003	AU101902	268.075	[M+H]+	12894	C11H13N3O3S	4.8
AU07374382	AU_003	AU101001	311.0809	[M+H]+	17134	C12H14N4O4S	4.8
AU89313314	AU_003	AU108302,AU108303,AU108304,AU108305,AU118301	191.9977	[M+H]+	18087	C7H7Cl2NO	4.14
AU42448240	AU_003	AU117003	349.1771	[M+H]+	21389	C19H20N6O	4.0
AU06460793	AU_003	AU108501	261.1346	[M+H]+	21453	C13H16N4O2	4.1
AU00016413	AU_003	AU117201,AU117202,AU117203,AU117204,AU117205	205.0794	[M+H]+	26879	C11H12N2S	3.8
AU21760678	AU_003	AU104601	348.1013	[M+H]+	27447	C16H17N3O4S	4.2
AU81941303	AU_003	AU108701,AU108702,AU108703,AU108704,AU108705	418.25879999999995	[M+H]+	29112	C24H35NO5	13.4
AU24903511	AU_003	AU106301,AU106302,AU106303,AU106304,AU106305,AU116304	314.0935	[M+H]+	35802	C16H12FN3O3	8.533333333333333
AU35291938	AU_003	AU114801,AU114802,AU114803,AU114804,AU114805	297.0845	[M+H]+	38081	C14H11F3N2O2	9.2
AU17691775	AU_003	AU106501,AU106502,AU106503,AU106504,AU106505,AU116502	316.075	[M+H]+	40854	C15H13N3O3S	6.5
AU61933188	AU_003	AU108201,AU108202,AU108203,AU108204,AU108205	278.0603	[M+H]+	41574	C12H9ClFN5	6.6
AU23378660	AU_003	AU106702,AU106704,AU106705	358.9574	[M+H]+	50248	C14H9Cl3N2OS	11.833333333333334
AU07186471	AU_003	AU105901,AU105904,AU105905	298.0856	[M+H]+	53174	C12H15N3O4S	5.8
AU21855672	AU_003	AU112801,AU112802,AU112803,AU112804,AU112805	419.27920000000006	[M+H]+	54454	C25H38O5	12.5
AU94372542	AU_003	AU110301	302.1751	[M+H]+	56052	C18H23NO3	4.5
AU31389023	AU_003	AU102801	400.1467	[M+H]+	56206	C21H19F2N3O3	5.1
AU92398397	AU_003	AU103501,AU103504,AU103505	386.1311	[M+H]+	56208	C20H17F2N3O3	5.0
AU31234860	AU_003	AU103102	363.1463	[M+H]+	60651	C17H19FN4O4	4.2
AU70719447	AU_003	AU112901	559.2603	[M+H]+	60823	C33H35FN2O5	10.2
AU65188769	AU_003	AU111202	436.2343	[M+H]+	60846	C24H29N5O3	9.2
AU49201390	AU_003	AU100601	285.0208	[M+H]+	66890	C10H9ClN4O2S	4.6
AU92165843	AU_003	AU107001	186.0873	[M+H]+	68944	C7H11N3O3	4.4
AU87824275	AU_003	AU102904,AU102905	360.1718	[M+H]+	71188	C19H22FN3O3	5.0
AU62089534	AU_003	AU102701,AU102704,AU102705	358.1561	[M+H]+	71335	C19H20FN3O3	4.7
AU72451573	AU_003	AU116101,AU116102,AU116103,AU116104,AU116105	354.0294	[M+H]+	71771	C16H13Cl2NO4	9.2
AU70705778	AU_003	AU106001,AU106002,AU106003,AU106004,AU106005	282.0907	[M+H]+	83969	C12H15N3O3S	5.64
AU39103039	AU_003	AU105301	748.4842	[M+H]+	84029	C38H69NO13	9.3
AU52492459	AU_003	AU105202	749.5158	[M+H]+	447043	C38H72N2O12	6.2
AU12262673	AU_003	AU105501,AU105502	494.3299	[M+H]+	656958	C28H47NO4S	7.8
AU51245766	AU_003	AU116601	115.0324	[M+H]+	1349907	C4H6N2S	2.7
AU40933114	AU_003	AU105705	916.5264	[M+H]+	5280440	C46H77NO17	8.0
AU10677716	AU_003	AU105603	869.5733	[M+H]+	5282521	C46H80N2O13	6.8
AU60506642	AU_003	AU113801,AU113804,AU113805	221.11070000000004	[M+H]+	5353792	C12H16N2S	4.633333333333333
AU80731809	AU_003	AU105101	524.0363	[M+H]+	6328657	C19H17N5O7S3	5.5
AU97683110	AU_003	AU117901,AU117902,AU117903	786.3596000000001	[M+H]+	6436173	C43H51N3O11	9.933333333333332
AU22002244	AU_003	AU109302,AU109303,AU109304,AU109305,AU119301	334.0621	[M+H]+	9570438	C15H13Cl2N5	11.54
AU52839501	AU_003	AU114401,AU114402,AU114403	640.3844	[M+H]+	9832912	C37H53NO8	14.133333333333333
AU45777839	AU_003	AU117802,AU117803,AU117804,AU117805	309.1822	[M+H]+	9861430	C17H20N6	3.55
AU60105795	AU_003	AU108504,AU108505	418.3064	[M+H]+	10341921	C24H39N3O3	13.25
AU40662570	AU_003	AU115702,AU115703,AU115704,AU115705	313.0795	[M+H]+	12978215	C14H11F3N2O3	8.6
AU97510201	AU_003	AU116702	613.2392	[M+H]+	54675769	C31H36N2O11	11.2
AU62706893	AU_003	AU115201,AU115202,AU115203,AU115204,AU115205	352.042	[M+H]+	54677470	C14H13N3O4S2	7.3
