accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
EQ27756162	EQ_006	EQ369601,EQ369602,EQ369603,EQ369604,EQ369605,EQ369606,EQ369607,EQ369608,EQ369609	139.039	[M+H]+	338	6.4
EQ67773242	EQ_006	EQ328001,EQ328002,EQ328003,EQ328004,EQ328005,EQ328006,EQ328007,EQ328008,EQ328009	149.1073	[M+H]+	412	1.0
EQ16453826	EQ_006	EQ358301,EQ358302,EQ358303,EQ358304,EQ358305,EQ358306,EQ358307,EQ358308,EQ358309	219.14920000000004	[M+H]+	1250	2.4
EQ62149050	EQ_006	EQ371501,EQ371502,EQ371503,EQ371504,EQ371505,EQ371506,EQ371507,EQ371508,EQ371509	180.1019	[M+H]+	1614	3.5999999999999996
EQ60175891	EQ_006	EQ361301,EQ361302,EQ361303,EQ361304,EQ361305,EQ361306,EQ361307,EQ361308,EQ361309	194.1176	[M+H]+	1615	3.5999999999999996
EQ35069899	EQ_006	EQ358001,EQ358002,EQ358003,EQ358004,EQ358005,EQ358006,EQ358007,EQ358008,EQ358009	266.0958	[M+H]+	2082	7.800000000000001
EQ39268043	EQ_006	EQ335001,EQ335002,EQ335003,EQ335004,EQ335005,EQ335006,EQ335007,EQ335008,EQ335009	390.2136	[M+H]+	2092	5.3
EQ27336248	EQ_006	EQ363201,EQ363202,EQ363203,EQ363204,EQ363205,EQ363206,EQ363207,EQ363208,EQ363209	181.072	[M+H]+	2153	3.2
EQ11684222	EQ_006	EQ366101,EQ366102,EQ366103,EQ366104,EQ366105,EQ366106,EQ366107,EQ366108,EQ366109	350.1169	[M+H]+	2174	4.7
EQ67686916	EQ_006	EQ357801,EQ357802,EQ357803,EQ357804,EQ357805,EQ357806,EQ357807,EQ357808,EQ357809	181.04950000000002	[M+H]+	2244	20.3
EQ52198525	EQ_006	EQ365501,EQ365502,EQ365503,EQ365504,EQ365505,EQ365506,EQ365507,EQ365508,EQ365509	318.013	[M+H]+	2268	9.2
EQ83706823	EQ_006	EQ359701,EQ359702,EQ359703,EQ359704,EQ359705,EQ359706,EQ359707,EQ359708,EQ359709	313.1434	[M+H]+	2347	14.2
EQ65823745	EQ_006	EQ362801,EQ362802,EQ362803,EQ362804,EQ362805,EQ362806,EQ362807,EQ362808,EQ362809	316.008	[M+H]+	2441	7.0
EQ74121486	EQ_006	EQ366201,EQ366202,EQ366203,EQ366204,EQ366205,EQ366206,EQ366207,EQ366208,EQ366209	364.0962	[M+H]+	2610	2.4
EQ86128909	EQ_006	EQ366301,EQ366302,EQ366303,EQ366304,EQ366305,EQ366306,EQ366307,EQ366308,EQ366309	455.0373	[M+H]+	2618	4.5
EQ19518741	EQ_006	EQ347601,EQ347602,EQ347603,EQ347604,EQ347605,EQ347606,EQ347607,EQ347608,EQ347609	301.1466	[M+H]+	2710	8.2
EQ92288510	EQ_006	EQ361701,EQ361702,EQ361703,EQ361704,EQ361705,EQ361706,EQ361707,EQ361708,EQ361709	300.0898	[M+H]+	2712	6.2
EQ24528634	EQ_006	EQ325601,EQ325602,EQ325603,EQ325604,EQ325605,EQ325606,EQ325607,EQ325608,EQ325609	295.95609999999994	[M+H]+	2720	1.8999999999999997
EQ18256645	EQ_006	EQ365701,EQ365702,EQ365703,EQ365704,EQ365705,EQ365706,EQ365707,EQ365708,EQ365709	220.14439999999996	[M+H]+	2755	1.5
EQ65829838	EQ_006	EQ372201,EQ372202,EQ372203,EQ372204,EQ372205,EQ372206,EQ372207,EQ372208,EQ372209	253.123	[M+H]+	2756	2.0
EQ99319899	EQ_006	EQ359201,EQ359202,EQ359203,EQ359204,EQ359205,EQ359206,EQ359207,EQ359208,EQ359209	277.0869	[M+H]+	2783	4.6
EQ30625483	EQ_006	EQ359301,EQ359302,EQ359303,EQ359304,EQ359305,EQ359306,EQ359307,EQ359308,EQ359309	301.07380000000006	[M+H]+	2789	8.4
EQ89116230	EQ_006	EQ366901,EQ366902,EQ366903,EQ366904,EQ366905,EQ366906,EQ366907,EQ366908,EQ366909	315.1623	[M+H]+	2801	9.2
EQ63100562	EQ_006	EQ320001,EQ320002,EQ320003,EQ320004,EQ320005,EQ320006,EQ320007,EQ320008,EQ320009	204.13830000000002	[M+H]+	2883	9.8
EQ79530697	EQ_006	EQ370101,EQ370102,EQ370103,EQ370104,EQ370105,EQ370106,EQ370107,EQ370108,EQ370109	330.9093	[M+H]+	2943	13.4
EQ55620537	EQ_006	EQ364401,EQ364402,EQ364403,EQ364404,EQ364405,EQ364406,EQ364407,EQ364408,EQ364409	249.06919999999997	[M+H]+	2955	3.7999999999999994
EQ86054410	EQ_006	EQ362901,EQ362902,EQ362903,EQ362904,EQ362905,EQ362906,EQ362907,EQ362908,EQ362909	315.2319	[M+H]+	2978	17.8
EQ53302538	EQ_006	EQ360801,EQ360802,EQ360803,EQ360804,EQ360805,EQ360806,EQ360807,EQ360808,EQ360809	271.0633	[M+H]+	2997	9.3
EQ86714510	EQ_006	EQ367001,EQ367002,EQ367003,EQ367004,EQ367005,EQ367006,EQ367007,EQ367008,EQ367009	279.1591	[M+H]+	3026	14.2
EQ62770318	EQ_006	EQ366501,EQ366502,EQ366503,EQ366504,EQ366505,EQ366506,EQ366507,EQ366508,EQ366509	470.03389999999996	[M+H]+	3041	9.6
EQ74266687	EQ_006	EQ335201,EQ335202,EQ335203,EQ335204,EQ335205,EQ335206,EQ335207,EQ335208,EQ335209	256.1696	[M+H]+	3100	6.6
EQ32296505	EQ_006	EQ367601,EQ367602,EQ367603,EQ367604,EQ367605,EQ367606,EQ367607,EQ367608,EQ367609	280.1696	[M+H]+	3158	6.8
EQ47659836	EQ_006	EQ367901,EQ367902,EQ367903,EQ367904,EQ367905,EQ367906,EQ367907,EQ367908,EQ367909	380.1769	[M+H]+	3168	5.9
EQ29717134	EQ_006	EQ365101,EQ365102,EQ365103,EQ365104,EQ365105,EQ365106,EQ365107,EQ365108,EQ365109	243.0637	[M+H]+	3289	11.5
EQ03319824	EQ_006	EQ365201,EQ365202,EQ365203,EQ365204,EQ365205,EQ365206,EQ365207,EQ365208,EQ365209	218.1539	[M+H]+	3293	7.0
EQ90828425	EQ_006	EQ364001,EQ364002,EQ364003,EQ364004,EQ364005,EQ364006,EQ364007,EQ364008,EQ364009	337.2274	[M+H]+	3345	6.0
EQ29573910	EQ_006	EQ364201,EQ364202,EQ364203,EQ364204,EQ364205,EQ364206,EQ364207,EQ364208,EQ364209	262.08739999999995	[M+H]+	3374	7.300000000000001
EQ48299785	EQ_006	EQ368101,EQ368102,EQ368103,EQ368104,EQ368105,EQ368106,EQ368107,EQ368108,EQ368109	314.0935	[M+H]+	3380	7.900000000000001
EQ85046098	EQ_006	EQ370001,EQ370002,EQ370003,EQ370004,EQ370005,EQ370006,EQ370007,EQ370008,EQ370009	375.9614000000001	[M+H]+	3444	10.9
EQ76987711	EQ_006	EQ356601,EQ356602,EQ356603,EQ356604,EQ356605,EQ356606,EQ356607,EQ356608,EQ356609	376.14739999999995	[M+H]+	3559	6.8
