CCC1=CC=C(C=C1)[C@@](C)([C@@H](CN2CCOCC2)C3=CC=CC=C3)O	28949464	JULWLWYVTQJTON-VXKWHMMOSA-N	C22H29NO2
CC1=CC=CC=C1NC(=O)C2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C	21497742	SUQOIPPEJGOQSJ-UHFFFAOYSA-N	C22H29NO2
CC1=CC=C(C=C1)O[C@H](C)C(=O)N[C@H](C)C2=CC=C(C=C2)C(C)(C)C	100030816	LTTUCFDRSPIMOO-IAGOWNOFSA-N	C22H29NO2
CCC1=CC(=C(C=C1)CC)CNC(=O)[C@@H](CC)OC2=CC=CC(=C2)C	100731582	CYKAUGUKZYPKDX-OAQYLSRUSA-N	C22H29NO2
C[C@@]1(C2=CC=CC=C2C[C@H](O1)OC)CCCN(C)CC3=CC=CC=C3	143565092	NYMJHJNDOWNQJX-VXKWHMMOSA-N	C22H29NO2
CCOC1C[C@]2(C(=C=C1)CC[C@@H]3C2=CC[C@]4([C@H]3CC[C@@]4(C#N)O)C)C	88490482	HIXJPZVRMFQELT-XPZXHJLYSA-N	C22H29NO2
CC1CCC2CCC(C3C2C1C(=NC4=CC=CC=C4CCO)C3=O)C	123606873	LAVCZSQAWCYHDS-UHFFFAOYSA-N	C22H29NO2
CC(C)(C)C1=CC2=C(C=C1)NC(C3C2OCCC3)/C(=C/C(=C)O)/C=C	143070006	ASSRJLIEBOOFDD-NTCAYCPXSA-N	C22H29NO2
C1C[C@@H](C2=CC=CC=C2C1)N(C[C@H]3CCC=CC3)C(=O)[C@@H]4CCOC4	8043679	CCWYBDNYSHLKPN-QFUCXCTJSA-N	C22H29NO2
CCC12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(CC#N)O)CC=C4[C@@H]3CC(C=C4)OC	67797009	UPDOTZYFIAJUNH-IGGZABNLSA-N	C22H29NO2
CCCC[C@@H](CC(=O)N[C@H](C)C1=CC=CC=C1)C2=CC=CC=C2OC	10712142	OWWIYIGOSDCDAH-MJGOQNOKSA-N	C22H29NO2
CC(CC1=CC=C(C=C1)C(C)(C)C)CN[C@H](C2=CC=CC=C2)C(=O)O	120510347	UYHWCPXZYXHZIO-OTOKDRCRSA-N	C22H29NO2
CN(C)CC(CC1=CC=CC=C1)C(CC=C)(C2=CC(=CC=C2)OC)O	18767269	WYFLOMXPUWJEJM-UHFFFAOYSA-N	C22H29NO2
CC(C)C1=C(C=C(C=C1)N(C2=CC=CC=C2)C(=O)CC(C)(C)C)OC	21025599	UFHQRDZLWGSJMD-UHFFFAOYSA-N	C22H29NO2
CC(C)CCOC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(C)(C)C	4949839	DHVXBRRTHWNFHP-UHFFFAOYSA-N	C22H29NO2
CC=C1CCC2[C@@]1(CCC3C2CCC4=CC(=C(C=C34)OC)C(=O)N)C	71064642	PFNJWZLJLFKIFI-ZNHIFOEVSA-N	C22H29NO2
CC(C)C1=C(C(=C2[C@H](CCC2=C1)N3C(=O)C=CC3=O)C(C)C)C(C)C	140026274	YKSPRQVGOTWLDI-KRWDZBQOSA-N	C22H29NO2
C1CC1C(CNC(=O)C23CC4CC(C2)CC(C4)C3)(C5=CC=CC=C5)O	90535410	MZQWDDFDWIRVIV-UHFFFAOYSA-N	C22H29NO2
C1CC[C@H]([C@H](C1)N2CCC(C2)O)OCCC3=CC=CC4=CC=CC=C43	16737715	YGFOYGMYBHFEOM-YPURBLFUSA-N	C22H29NO2
CCC(C(=O)NC(C)C1=C(C=CC(=C1)C)C)OC2=CC=CC(=C2C)C	17327351	LDSVUGXKCNMUGV-UHFFFAOYSA-N	C22H29NO2
CCN(CC1=CC=CC=C1)C(=O)[C@H](C)OC2=C(C=CC(=C2)C)C(C)C	100190849	XYIGNNBRYSMEFW-SFHVURJKSA-N	C22H29NO2
CC12CCC3C(C1CCC2(C=C)O)CCC4=CC5=C(CC34C)C=NO5	4209559	MAFBPQONYNRDJJ-UHFFFAOYSA-N	C22H29NO2
CCCCCCCC=CC1=NC2=CC=CC=C2C(=C1C)OC(=O)CC	53778089	DTHHUEGHTAAWOV-UHFFFAOYSA-N	C22H29NO2
C1=CC(=CN=C1)CC2=CC=C(C=C2)CCCCCCCCCC(=O)O	20473403	DAJDIEUMDOKYBT-UHFFFAOYSA-N	C22H29NO2
CCCCOC(=O)C1=CC=C(C=C1)N(C2=CC=CC=C2C)C(C)(C)C	138352208	RGQSXUMRNDCWDB-UHFFFAOYSA-N	C22H29NO2
CC[C@@H](C(=O)N[C@@H](C)CCC1=CC=CC=C1)OC2=C(C=CC(=C2)C)C	38003935	JJGCBVKJPBICKJ-ICSRJNTNSA-N	C22H29NO2
CC1=CC(=C(C=C1)C)O[C@H](C)C(=O)N[C@H](C)C2=C(C=C(C(=C2)C)C)C	100253746	KOPHRMDDCOOXPX-RTBURBONSA-N	C22H29NO2
C1CC(CN(C1)C(=O)CC2(C3CC4CC(C3)C2C4)C5=CC=CC=C5)O	153670039	CATNWLLFZOZTRL-UHFFFAOYSA-N	C22H29NO2
CCOC(=O)C(CCCNC(C)C)C1=CC=CC=C1C2=CC=CC=C2	23453850	VWRVOONJRLHRDE-UHFFFAOYSA-N	C22H29NO2
CC[C@]1(CC[C@@H](C1)C2=CC3=C(C[C@@H](CC3)C=O)C=C2)NC(=O)C4CC4	145021664	OMNMFXVNOMUIPE-UPKQVVFYSA-N	C22H29NO2
CC(C)C1=CC=CC=C1NC(=O)C(C)OC2=CC=CC=C2C(C)(C)C	53266508	GXZXQLQLZLEHSL-UHFFFAOYSA-N	C22H29NO2
CCC1=CC=C(C=C1)C(CC2=CC=C(C=C2)OCCN(C)C)C(=O)C	132168486	RYBODZRDCAIFBH-UHFFFAOYSA-N	C22H29NO2
CC(C)C1=CC(=CC(=C1)C(C)(C)CC2=CC=C(C=C2)[N+](=O)[O-])C(C)C	141095267	WKKJDYFFJVXOIU-UHFFFAOYSA-N	C22H29NO2
CC1C(C2=CC=CC=C2CN1C)(C3=C(C=CC(=C3)C(C)(C)C)OC)O	25150882	REFAXFBHKKKOHR-UHFFFAOYSA-N	C22H29NO2
CN(C)CCC=C1C(C=CC2=C1CC3=CC=CC=C3CO2)CCCO	77702909	MQSZHSFHAPYQMY-UHFFFAOYSA-N	C22H29NO2
CN1CCC[C@@H]1C2=CC=C(O2)[C@@](C3CCCCC3)(C4=CC=CC=C4)O	44627853	MVNBPMNELMRFMU-KNQAVFIVSA-N	C22H29NO2
CCC1=C(C=CC(=C1)C(=C)CCC(=O)CC2=CN=CC=C2)C.COC	143930203	NMHYDGUPVIXBKD-UHFFFAOYSA-N	C22H29NO2
CCCN(CC1CC1)CC2=CC(=C(C=C2)OCC3=CC=CC=C3)OC	30981061	LYZSWUFQMAGINW-UHFFFAOYSA-N	C22H29NO2
C1CC[C@H]([C@@H](C1)N2CCOCC2)OCCC3=CC4=CC=CC=C4C=C3	9819289	NWPBCZNZFCURCH-FGZHOGPDSA-N	C22H29NO2
CC(=O)N1CCC(CC1)CC2CCC3=CC4=C(C=C3CC2)C(=O)CC4	141920318	PLJUONSSHQDNBC-UHFFFAOYSA-N	C22H29NO2
CC[C@@H](C1=CC=CC=C1)NC(=O)[C@@H](C)OC2=C(C=CC(=C2)C)C(C)C	96460434	LDAUMFJXDAUSRY-XLIONFOSSA-N	C22H29NO2
