accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
LU59109177	LU_001	LU090601,LU090602,LU090603,LU090605,LU090606	162.9712	[M+H]+	66	25.5092
LU94211806	LU_001	LU132101,LU132102,LU132103,LU132104,LU132105,LU132106	240.115	[M+H]+	444	13.418000000000001
LU19193059	LU_001	LU096101,LU096102,LU096103,LU096104,LU096105,LU096106	233.1285	[M+H]+	896	13.555833333333334
LU30947300	LU_001	LU025101,LU025102,LU025103,LU025104,LU025105,LU025106	123.0553	[M+H]+	936	2.445
LU36826074	LU_001	LU048801,LU048802,LU048803,LU048804,LU048805,LU048806	124.03930000000001	[M+H]+	938	2.48
LU41599385	LU_001	LU120201,LU120202,LU120203,LU120205	140.0342	[M+H]+	980	17.789
LU30777834	LU_001	LU017601,LU017602,LU017603,LU017604,LU017605,LU017606,LU100801,LU100802,LU100803,LU100804,LU100805,LU100806	181.076	[M+H]+	1318	9.903
LU67243567	LU_001	LU067601,LU067602,LU067603,LU067604,LU067605,LU067606	353.1415	[M+H]+	1345	18.557
LU66882845	LU_001	LU099402,LU099404,LU099405	146.06	[M+H]+	1923	8.051
LU82440127	LU_001	LU049901,LU049902,LU049903,LU049904,LU049905,LU049906	199.12300000000002	[M+H]+	1935	12.075000000000001
LU40931229	LU_001	LU070201,LU070202,LU070203,LU070204,LU070205,LU070206	184.01919999999998	[M+H]+	1982	5.78
LU29488627	LU_001	LU082001,LU082002,LU082003,LU082004,LU082005,LU082006	152.0706	[M+H]+	1983	8.044166666666667
LU18682159	LU_001	LU036601,LU036602,LU036603,LU036604,LU036605,LU036606	222.9954	[M+H]+	1986	8.531
LU42068406	LU_001	LU117401,LU117402,LU117403,LU117404,LU117405,LU117406	270.12550000000005	[M+H]+	1988	18.095833333333335
LU94794801	LU_001	LU089401,LU089402,LU089403,LU089405,LU089406	325.1217	[M+H]+	1989	16.086
LU28540376	LU_001	LU119801,LU119802,LU119803,LU119804,LU119805,LU119806	194.0812	[M+H]+	2018	11.790999999999999
LU68356836	LU_001	LU080301,LU080302,LU080303,LU080304,LU080305,LU080306	270.12550000000005	[M+H]+	2078	18.208
LU09332893	LU_001	LU045301,LU045302,LU045303,LU045304,LU045305,LU045306	266.0958	[M+H]+	2082	16.061000000000003
LU18293675	LU_001	LU033301,LU033302,LU033303,LU033304,LU033305,LU033306	352.19070000000005	[M+H]+	2126	19.378
LU43273543	LU_001	LU117301,LU117302,LU117303,LU117304,LU117305,LU117306	233.1285	[M+H]+	2145	13.56
LU31729064	LU_001	LU111801,LU111802,LU111803,LU111804,LU111805,LU111806	181.072	[M+H]+	2153	10.148666666666665
LU64675971	LU_001	LU037801,LU037802,LU037803,LU037804,LU037805,LU037806	646.031	[M+H]+	2157	18.103000000000005
LU15449404	LU_001	LU094301,LU094302,LU094303,LU094304,LU094305,LU094306	278.1903	[M+H]+	2160	15.629
LU75715588	LU_001	LU090201,LU090202,LU090203,LU090204,LU090205,LU090206	314.10550000000006	[M+H]+	2170	15.206000000000001
LU05135049	LU_001	LU016601,LU016602,LU016603,LU016604,LU016605,LU016606	294.1713	[M+H]+	2187	14.587000000000002
LU72357333	LU_001	LU034701,LU034702,LU034703,LU034704,LU034705,LU034706	189.1022	[M+H]+	2206	12.177999999999999
LU03779911	LU_001	LU071801,LU071802,LU071803,LU071804,LU071805,LU071806	216.10100000000003	[M+H]+	2256	16.364
LU49787236	LU_001	LU126201,LU126202,LU126203,LU126204,LU126205,LU126206	278.0455	[M+H]+	2265	10.727000000000002
LU47692607	LU_001	LU102301,LU102302,LU102303,LU102304,LU102305,LU102306	166.08629999999997	[M+H]+	2337	19.16
LU77413594	LU_001	LU083701,LU083702,LU083703,LU083704,LU083705,LU083706	313.1434	[M+H]+	2347	19.152999999999995
LU66888222	LU_001	LU106801,LU106802,LU106803,LU106804,LU106805,LU106806	217.0495	[M+H]+	2355	15.352833333333336
LU57479028	LU_001	LU117901,LU117902,LU117903,LU117904,LU117905,LU117906	273.09099999999995	[M+H]+	2361	19.573666666666664
LU56816074	LU_001	LU052001,LU052002,LU052003,LU052004,LU052005,LU052006	386.2551	[M+H]+	2477	13.245
LU28960373	LU_001	LU119901,LU119902,LU119903,LU119904,LU119905,LU119906	195.0877	[M+H]+	2519	11.252
LU75376055	LU_001	LU126601,LU126602,LU126603,LU126604,LU126605,LU126606	237.1022	[M+H]+	2554	15.734
LU06519062	LU_001	LU077901,LU077902,LU077903,LU077904,LU077905,LU077906	222.11249999999998	[M+H]+	2566	15.231
LU14391132	LU_001	LU053501,LU053502,LU053503,LU053504,LU053505,LU053506	389.16260000000005	[M+H]+	2678	16.353000000000005
LU82782547	LU_001	LU077401,LU077402,LU077403,LU077404,LU077405,LU077406	319.103	[M+H]+	2726	16.137833333333333
LU00556666	LU_001	LU107701,LU107702,LU107703,LU107704,LU107705,LU107706	207.0652	[M+H]+	2775	15.955
LU11755674	LU_001	LU057001,LU057002,LU057003,LU057004,LU057005,LU057006	315.1623	[M+H]+	2801	16.241
LU37891121	LU_001	LU024801,LU024802,LU024803,LU024804,LU024805,LU024806	363.0217	[M+H]+	2871	18.628
LU39477557	LU_001	LU065001,LU065002,LU065003,LU065004,LU065005,LU065006	204.1383	[M+H]+	2883	17.257
LU81958092	LU_001	LU085701,LU085702,LU085703,LU085704,LU085705,LU085706	249.0692	[M+H]+	2955	10.888999999999998
LU86445089	LU_001	LU096401,LU096402,LU096403,LU096404,LU096405,LU096406	294.2064	[M+H]+	2998	17.928
LU67690230	LU_001	LU082301,LU082302,LU082303,LU082304,LU082305,LU082306	279.1591	[M+H]+	3026	19.158166666666663
LU64375181	LU_001	LU018601,LU018603	296.024	[M+H]+	3033	18.601
LU40323487	LU_001	LU060701,LU060702,LU060703,LU060704,LU060705,LU060706	142.0611	[M+H]+	3090	7.63
LU12446134	LU_001	LU120001,LU120002,LU120003,LU120004,LU120005,LU120006	233.0243	[M+H]+	3120	16.819
LU45776841	LU_001	LU064601,LU064602,LU064603,LU064604,LU064605,LU064606	381.0323	[M+H]+	3198	16.818
LU49551571	LU_001	LU099901,LU099902,LU099903,LU099904,LU099905,LU099906	271.0601	[M+H]+	3220	16.458
LU40629568	LU_001	LU052101,LU052102,LU052103,LU052104,LU052105,LU052106	384.9949	[M+H]+	3286	19.676
LU85142250	LU_001	LU042101,LU042102,LU042103,LU042104,LU042105,LU042106	218.1539	[M+H]+	3293	15.084000000000001
LU25486873	LU_001	LU112101,LU112102,LU112103,LU112104,LU112105,LU112106	338.0522	[M+H]+	3325	8.064666666666668
LU77207460	LU_001	LU132401,LU132402,LU132403,LU132404,LU132405,LU132406	389.12629999999996	[M+H]+	3351	13.929
LU02143289	LU_001	LU054201,LU054202,LU054203,LU054204,LU054205,LU054206	307.1113	[M+H]+	3365	13.016999999999998
LU73790425	LU_001	LU036701,LU036702,LU036703,LU036704,LU036705,LU036706	282.0736	[M+H]+	3371	17.478000000000005
LU46755314	LU_001	LU046701,LU046702,LU046703,LU046704,LU046705,LU046706	446.1857	[M+H]+	3478	16.353000000000005
