accession	dataset	original_accessions	precursor_mz	precursor_type	pubchem_id	retention_time
AU37543540	AU_000	AU233757,AU233758,AU233759	223.9999	[M-H]-	2778018	4.996666666666666
AU48644988	AU_000	AU594350,AU594351,AU594352	526.9615	[M-H]-	3016044	11.111666666666666
AU05518472	AU_000	AU595350,AU595351,AU595352,AU595353,AU595354	662.9505	[M-H]-	3018355	12.514
AU38006510	AU_000	AU233857,AU233858,AU233859,AU233860	183.0485	[M-H]-	3029900	4.613250000000001
AU06387364	AU_000	AU236257,AU236258,AU236259,AU236260	494.3851	[M-H]-	3034010	14.487
AU81063837	AU_000	AU242157,AU242158,AU242159,AU242160,AU242162	450.92629999999997	[M-H]-	3078139	10.881399999999998
AU12807886	AU_000	AU231957,AU231958,AU231959,AU231960	375.0762	[M-H]-	3294375	12.3015
AU31368041	AU_000	AU241957,AU241958,AU241959,AU241960,AU241962	269.0455	[M-H]-	5280961	7.489400000000001
AU60271997	AU_000	AU239657,AU239658	373.1576	[M-H]-	5284537	10.071000000000002
AU18934572	AU_000	AU212951,AU212952	357.149	[M-H]-	6435415	4.153
AU71076915	AU_000	AU117952,AU117953	784.3451	[M-H]-	6436173	9.968499999999999
AU31363767	AU_000	AU236157	237.0265	[M-H]-	6604200	3.965
AU72125022	AU_000	AU228712,AU228757,AU228758,AU228759	248.1656	[M-H]-	9838803	4.44775
AU70893787	AU_000	AU240857,AU240858,AU240862	256.2282	[M-H]-	9903249	12.062333333333333
AU61909721	AU_000	AU242057,AU242058,AU242059,AU242060,AU242062	418.93649999999997	[M-H]-	9953940	10.6304
AU35647003	AU_000	AU233957,AU233958,AU233959	168.9689	[M-H]-	12816283	4.979666666666667
AU29177824	AU_000	AU593950,AU593951,AU593952,AU593953	569.9673	[M-H]-	22286931	11.39525
AU50081641	AU_000	AU593450,AU593451,AU593452,AU593453,AU593454	530.8956	[M-H]-	22568738	10.7728
AU76135608	AU_000	AU242257,AU242258,AU242259,AU242260,AU242262	386.9644	[M-H]-	22673275	10.229000000000003
AU83706659	AU_000	AU239457,AU239458,AU239459,AU239460	339.1966	[M-H]-	24728626	13.036000000000001
AU25727896	AU_000	AU593280,AU593281,AU593282,AU593283	376.9689	[M-H]-	52915299	8.886
AU26134029	AU_000	AU116751,AU116752,AU116753,AU116754,AU116755	611.2246	[M-H]-	54675769	7.526999999999999
