accession	inchikey1	model	ionization
EA67345771	CGIGDMFJXJATDK	0	positive
EA67504743	QHMTXANCGGJZRX	0	positive
EA67552056	IANUJLZYFUDJIH	0	positive
EA67607583	DQWIIKBKAIPUPY	0	positive
EA67687759	NXTDJHZGHOFSQG	0	positive
EA68030622	NDAUXUAQIAJITI	8	positive
EA68141339	PXWUKZGIHQRDHL	0	positive
EA68438655	WBPYTXDJUQJLPQ	0	positive
EA68592643	WSEQXVZVJXJVFP	6	positive
EA68896757	IWEDIXLBFLAXBO	0	positive
EA68922181	IIBYAHWJQTYFKB	0	positive
EA68927973	XERJKGMBORTKEO	0	positive
EA69540768	WJNRPILHGGKWCK	5	positive
EA69553921	WZZLDXDUQPOXNW	0	positive
EA69664937	USSIQXCVUWKGNF	0	positive
EA69744839	JWYUFVNJZUSCSM	0	positive
EA69895178	UGJMXCAKCUNAIE	4	positive
EA70439326	KRMDCWKBEZIMAB	0	positive
EA70464403	ZZORFUFYDOWNEF	0	positive
EA70528742	GCKLGRUZDXSATG	0	positive
EA70584978	RLFWWDJHLFCNIJ	0	positive
EA70683845	UWMXVJVTKRSOPW	0	positive
EA70818206	MWWBDLRPMWTLRX	0	positive
EA70907395	JHSPCUHPSIUQRB	0	positive
EA70913250	INGSNVSERUZOAK	7	positive
EA71166158	BFSZJLBDHMMCAH	0	positive
EA71194644	ZLIBICFPKPWGIZ	0	positive
EA71248162	QCAWEPFNJXQPAN	0	positive
EA71292559	STEPQTYSZVCJPV	0	positive
EA71571346	KPUREKXXPHOJQT	0	positive
EA71697853	NJIZUWGMNCUKGU	0	positive
EA71750744	KVBGVZZKJNLNJU	0	positive
EA71864734	VNFPBHJOKIVQEB	0	positive
EA71994149	MKXZASYAUGDDCJ	0	positive
EA72021100	LXMSZDCAJNLERA	0	positive
EA72028108	SBPBAQFWLVIOKP	0	positive
EA72061020	PYZRQGJRPPTADH	5	positive
EA72150074	QZUDBNBUXVUHMW	1	positive
EA72210015	SEEPANYCNGTZFQ	0	positive
EA72351709	AFWOYEYXUDHGHF	0	positive
EA72520268	MWWBDLRPMWTLRX	0	positive
EA72540941	HLIAVLHNDJUHFG	0	positive
EA72604438	QYPNKSZPJQQLRK	0	positive
EA72709445	MMOXZBCLCQITDF	9	positive
EA72778022	NNJVILVZKWQKPM	9	positive
EA72956771	FHIVAFMUCKRCQO	0	positive
EA73078175	JLKIGFTWXXRPMT	1	positive
EA73335847	YMTINGFKWWXKFG	3	positive
EA73452831	KGANAERDZBAECK	0	positive
EA73520606	JNMRHUJNCSQMMB	0	positive
EA73616642	VBLJFQYCTRKKKF	0	positive
EA74046778	QEVHRUUCFGRFIF	0	positive
EA74600539	ISEUFVQQFVOBCY	8	positive
EA74679153	SUQHIQRIIBKNOR	0	positive
EA75030425	MKXZASYAUGDDCJ	0	positive
EA75092505	GVGYEFKIHJTNQZ	0	positive
EA75203351	FQKUGOMFVDPBIZ	0	positive
EA75267801	XZWYZXLIPXDOLR	6	positive
EA75396496	JWYUFVNJZUSCSM	0	positive
EA75505853	QCDQDISRALTLNQ	0	positive
EA75554604	AAOVKJBEBIDNHE	7	positive
EA75571125	DMSMPAJRVJJAGA	0	positive
EA75673566	YOSHYTLCDANDAN	4	positive
EA75711255	XZWYZXLIPXDOLR	6	positive
EA75981514	YLPBXIKWXNRACS	0	positive
EA76132731	IRCMYGHHKLLGHV	0	positive
EA76541583	DOULWWSSZVEPIN	0	positive
EA76607341	BFSZJLBDHMMCAH	0	positive
EA76760498	HZRSNVGNWUDEFX	0	positive
EA76969914	MZZBPDKVEFVLFF	0	positive
EA77033933	RYAUSSKQMZRMAI	0	positive
EA77043328	VHCNQEUWZYOAEV	0	positive
EA77260816	JNMRHUJNCSQMMB	0	positive
EA77363878	HYYBABOKPJLUIN	0	positive
EA77378994	JIIOLEGNERQDIP	0	positive
EA77651855	CIGKZVUEZXGYSV	0	positive
EA77684613	TVYLLZQTGLZFBW	0	positive
EA77702758	YFGYUFNIOHWBOB	0	positive
EA77716831	ZBMZVLHSJCTVON	0	positive
EA77785697	GHASVSINZRGABV	0	positive
EA77851123	LRUDIIUSNGCQKF	0	positive
EA78117609	ABBKOIZWGCVCKE	0	positive
EA78491893	FEWPCPCEGBPTAL	0	positive
EA78719811	PHMHHVKFXZNTKU	0	positive
EA78841055	HVBSAKJJOYLTQU	0	positive
EA79122318	DVBDYPDVNRJKNJ	0	positive
EA79872835	ADWTYURAFSWNSU	0	positive
EA79922412	PORQOHRXAJJKGK	0	positive
EA80165323	KWGRBVOPPLSCSI	7	positive
EA80227701	LJKAKWDUZRJNPJ	0	positive
EA80268735	WLOBUUJURNEQCL	0	positive
EA80403463	IRTZMJWVZQYURE	0	positive
EA80853925	AFCGFAGUEYAMAO	0	positive
EA80875544	ABBKOIZWGCVCKE	0	positive
EA81443891	FZXISNSWEXTPMF	0	positive
EA81509647	BPRHUIZQVSMCRT	0	positive
EA81579236	KVBGVZZKJNLNJU	0	positive
EA81845234	BFYIZQONLCFLEV	0	positive
EA81853484	AHBXXEZLRFCZSF	0	positive
EA81897276	ZOTBXTZVPHCKPN	0	positive
EA82063451	IQXXEPZFOOTTBA	0	positive
EA82104508	ZOCSXAVNDGMNBV	0	positive
EA82181098	CMWTZPSULFXXJA	0	positive
EA82204661	NTHXOOBQLCIOLC	3	positive
EA82208003	ZMYFCFLJBGAQRS	0	positive
EA82261700	MGNFYQILYYYUBS	0	positive
EA82296077	WXZVAROIGSFCFJ	0	positive
EA82440676	DCOPUUMXTXDBNB	0	positive
EA82471592	VMXUWOKSQNHOCA	0	positive
EA82511536	VHFVKMTVMIZMIK	5	positive
EA82546298	NUPJIGQFXCQJBK	0	positive
EA83103936	WSEQXVZVJXJVFP	6	positive
EA83206365	KGANAERDZBAECK	0	positive
EA83231254	QRUDEWIWKLJBPS	0	positive
EA83304938	SUQHIQRIIBKNOR	0	positive
EA83428817	JHSPCUHPSIUQRB	0	positive
EA83538262	FFKNXXCOXIZLJD	0	positive
EA83549398	RXZBMPWDPOLZGW	7	positive
EA83653290	VEQOALNAAJBPNY	9	positive
EA83684262	NCDNCNXCDXHOMX	0	positive
EA83689610	YFBPRJGDJKVWAH	0	positive
EA83802151	WYEMLYFITZORAB	0	positive
EA84148012	DOULWWSSZVEPIN	0	positive
EA84278276	ZQEIXNIJLIKNTD	0	positive
EA84342538	ZSCDBOWYZJWBIY	0	positive
EA84405366	OIAGWXKSCXPNNZ	0	positive
EA84520474	CTSLUCNDVMMDHG	0	positive
EA84603474	TXCGAZHTZHNUAI	0	positive
EA84654335	ODCWYMIRDDJXKW	7	positive
EA84722384	NUISVCFZNCYUIM	0	positive
EA84944114	HYHJOUPYTUBFIX	0	positive
EA85275539	TXCGAZHTZHNUAI	0	positive
EA85586364	DVBDYPDVNRJKNJ	0	positive
EA85604529	ITVGXXMINPYUHD	0	positive
EA85849288	XCSGPAVHZFQHGE	2	positive
EA86028567	RLQJEEJISHYWON	0	positive
EA86327273	ZYZCGGRZINLQBL	0	positive
EA86335261	PRGQOPPDPVELEG	0	positive
EA86715765	MQOBSOSZFYZQOK	0	positive
EA86964020	TVLSRXXIMLFWEO	0	positive
EA86974327	ZZUFCTLCJUWOSV	0	positive
EA87201571	BQYJATMQXGBDHF	0	positive
EA87267084	JLYFCTQDENRSOL	0	positive
EA87432021	IQPSEEYGBUAQFF	0	positive
EA87565016	IUBSYMUCCVWXPE	0	positive
EA87768279	DQCKKXVULJGBQN	0	positive
EA87927417	LCGTWRLJTMHIQZ	0	positive
EA87964971	ZJMZZNVGNSWOOM	0	positive
EA88080186	RZVAJINKPMORJF	1	positive
EA88278179	NWWZPOKUUAIXIW	0	positive
EA88292953	YHXISWVBGDMDLQ	0	positive
EA88294248	XMTQQYYKAHVGBJ	8	positive
EA88402542	FOXFZRUHNHCZPX	0	positive
EA88438078	HYYBABOKPJLUIN	0	positive
EA88660842	YMYKMSAZEZQEER	0	positive
EA88936318	YOSHYTLCDANDAN	4	positive
EA89014735	HVBSAKJJOYLTQU	0	positive
EA89097620	DFWFIQKMSFGDCQ	0	positive
EA89166517	MFFMDFFZMYYVKS	0	positive
EA89340780	KKIMDKMETPPURN	6	positive
EA89881662	IDQHRQQSSQDLTR	0	positive
EA89897978	MFOUDYKPLGXPGO	0	positive
EA90017561	VBLJFQYCTRKKKF	0	positive
EA90019590	AHBXXEZLRFCZSF	0	positive
EA90258685	CJDWRQLODFKPEL	0	positive
EA90388406	FIRDBEQIJQERSE	0	positive
EA90779806	QNBTYORWCCMPQP	0	positive
EA90786029	HOMGKSMUEGBAAB	0	positive
EA90956902	METKIMKYRPQLGS	7	positive
EA91011196	WVQBLGZPHOPPFO	6	positive
EA91144464	LEZHOZPJYAQQNU	0	positive
EA91242978	LLLFASISUZUJEQ	0	positive
EA91287485	HRBKVYFZANMGRE	0	positive
EA91834382	KWTSXDURSIMDCE	0	positive
EA91924430	KXNXWINFSDKMHD	0	positive
EA92138807	KYYIDSXMWOZKMP	0	positive
EA92585354	ZSDSQXJSNMTJDA	0	positive
EA93119990	FROBCXTULYFHEJ	0	positive
EA93130333	MCWXGJITAZMZEV	0	positive
EA93139717	WLOBUUJURNEQCL	0	positive
EA93339348	FEWPCPCEGBPTAL	0	positive
EA93340002	PXWUKZGIHQRDHL	0	positive
EA93527628	FFKNXXCOXIZLJD	0	positive
EA93691533	MCWXGJITAZMZEV	0	positive
EA93897878	JLYFCTQDENRSOL	0	positive
EA94028937	RLFWWDJHLFCNIJ	0	positive
EA94043565	KVEQCVKVIFQSGC	0	positive
EA94139903	LNOOSYCKMKZOJB	0	positive
EA94365592	AMRQXHFXNZFDCH	0	positive
EA94652539	ZJMZZNVGNSWOOM	0	positive
EA94688088	FFGPTBGBLSHEPO	0	positive
EA94871436	CYESCLHCWJKRKM	0	positive
EA95103328	HPNSFSBZBAHARI	3	positive
EA95174469	MEFOUWRMVYJCQC	0	positive
EA95355632	ADIMAYPTOBDMTL	0	positive
EA95783769	ZDYYWMSLMLTXDM	0	positive
EA95936675	JIIOLEGNERQDIP	0	positive
EA96040925	IDQHRQQSSQDLTR	0	positive
EA96172498	ADIMAYPTOBDMTL	0	positive
EA96208444	WZJZMXBKUWKXTQ	0	positive
EA96275003	ASWVTGNCAZCNNR	2	positive
EA96497358	OGJPXUAPXNRGGI	0	positive
EA96573753	CSWIKHNSBZVWNQ	0	positive
EA96599822	AJRJPORIQGYFMT	0	positive
EA96793215	ZMYFCFLJBGAQRS	0	positive
EA97039799	NTHXOOBQLCIOLC	3	positive
EA97111848	AHTPATJNIAFOLR	0	positive
EA97562283	RFHAOTPXVQNOHP	1	positive
EA97740999	REEQLXCGVXDJSQ	0	positive
EA97788604	BFYIZQONLCFLEV	0	positive
EA97896311	ZYZCGGRZINLQBL	0	positive
EA98368543	QHMTXANCGGJZRX	0	positive
EA98654385	SKHXRNHSZTXSLP	0	positive
EA98660025	ZLIBICFPKPWGIZ	0	positive
EA98841485	MEFOUWRMVYJCQC	0	positive
EA98873724	ZPUCINDJVBIVPJ	0	positive
EA98918911	IUBSYMUCCVWXPE	0	positive
EA99022063	DFJVUWAHTQPQCV	0	positive
EA99254877	MGOHCFMYLBAPRN	0	positive
EA99270354	BQJCRHHNABKAKU	2	positive
EA99328862	XKJMBINCVNINCA	0	positive
EA99340848	DHSUYTOATWAVLW	0	positive
EA99534076	ULGZDMOVFRHVEP	9	positive
EA99643536	IIBYAHWJQTYFKB	0	positive
EA99785741	HDHLIWCXDDZUFH	0	positive
EQ00093953	GBBSUAFBMRNDJC	0	positive
EQ00341518	PVXVWWANJIWJOO	0	positive
EQ00725687	VAYOSLLFUXYJDT	0	positive
EQ01513165	MEBQXILRKZHVCX	0	positive
EQ01542076	MFYSYFVPBJMHGN	0	positive
EQ01756062	IWUCXVSUMQZMFG	7	positive
EQ01779179	RZILCCPWPBTYDO	0	positive
EQ01785039	QNPPIKMBCJUUTG	0	positive
EQ02233743	QYIYFLOTGYLRGG	5	positive
EQ02275137	HEMJJKBWTPKOJG	0	positive
EQ02416447	DMBHHRLKUKUOEG	0	positive
EQ02508409	RUZYUOTYCVRMRZ	1	positive
EQ02619647	XXOYNJXVWVNOOJ	0	positive
EQ02815714	JTVPZMFULRWINT	2	positive
EQ02876129	UREBDLICKHMUKA	0	positive
EQ02902998	TYZROVQLWOKYKF	0	positive
EQ03054991	YCMLQMDWSXFTIF	7	positive
EQ03319824	DECIPOUIJURFOJ	9	positive
EQ03400267	NIFKBBMCXCMCAO	0	positive
EQ03448849	VNQURRWYKFZKJZ	0	positive
EQ03744472	SNICXCGAKADSCV	8	positive
EQ03807421	HBXKSXMNNGHBEA	0	positive
EQ04083532	SDAXMMUAZRUWNL	0	positive
EQ04632149	ALZOLUNSQWINIR	0	positive
EQ04930691	JIGDOBKZMULDHS	0	positive
EQ05028164	LVNYJXIBJFXIRZ	0	positive
EQ05066309	OKRJGUKZYSEUOY	0	positive
EQ05752711	LLPOLZWFYMWNKH	0	positive
EQ06186374	NDDAHWYSQHTHNT	8	positive
EQ06266622	JCCBZCMSYUSCFM	0	positive
EQ06446154	DLAPIMGBBDILHJ	0	positive
EQ08266419	KWLVWJPJKJMCSH	0	positive
EQ08562035	LDBTVAXGKYIFHO	0	positive
EQ08686967	VUMQHLSPUAFKKK	0	positive
EQ09094912	ZCGLNFAUVVHTQO	0	positive
EQ09356345	DQKXQSGTHWVTAD	0	positive
EQ09404299	MEZLKOACVSPNER	6	positive
EQ09683004	FJLGEFLZQAZZCD	0	positive
EQ09791672	OEBRKCOSUFCWJD	0	positive
EQ10072224	OMKZWUPRGQMQJC	0	positive
EQ10165522	IONGEXNDPXANJD	0	positive
EQ10368574	MJIHNNLFOKEZEW	5	positive
EQ10675776	KHBQMWCZKVMBLN	0	positive
EQ11684222	AVKUERGKIZMTKX	0	positive
EQ11931509	AHOUBRCZNHFOSL	0	positive
EQ12725841	BUGYDGFZZOZRHP	8	positive
EQ13509129	JZFPYUNJRRFVQU	0	positive
EQ13672857	XIQVNETUBQGFHX	7	positive
EQ13859932	YGJHZCLPZAZIHH	0	positive
EQ14193516	FSAVDKDHPDSCTO	0	positive
EQ14525429	JIVPVXMEBJLZRO	0	positive
EQ15081595	DSRNRYQBBJQVCW	0	positive
EQ15234284	IUQAXCIUEPFPSF	0	positive
EQ15307880	YECBIJXISLIIDS	0	positive
EQ15394378	FMGSKLZLMKYGDP	7	positive
EQ15607096	PMHURSZHKKJGBM	0	positive
EQ15746628	WXNZTHHGJRFXKQ	0	positive
EQ15836325	CVTIZMOISGMZRJ	0	positive
EQ15861504	YLPGTOIOYRQOHV	0	positive
EQ15897024	FIQMHBFVRAXMOP	0	positive
EQ16238750	RUOTUMSRCIMLJK	0	positive
EQ16277186	OCJYIGYOJCODJL	0	positive
EQ16453826	HKGWQUVGHPDEBZ	0	positive
EQ16540160	SGKRLCUYIXIAHR	0	positive
EQ16728110	JFIXKFSJCQNGEK	0	positive
EQ17125647	AJXPJJZHWIXJCJ	0	positive
EQ17144910	CHIFOSRWCNZCFN	0	positive
EQ18256645	BUXRLJCGHZZYNE	0	positive
EQ18423899	ONUFESLQCSAYKA	0	positive
EQ18510981	CEMAWMOMDPGJMB	7	positive
EQ18593477	KGVXVPRLBMWZLG	0	positive
EQ18610490	JNTOCHDNEULJHD	0	positive
EQ19090301	DUFVKSUJRWYZQP	0	positive
EQ19244594	HUCJFAOMUPXHDK	1	positive
EQ19287217	OJMMVQQUTAEWLP	7	positive
EQ19491212	NQPDXQQQCQDHHW	0	positive
EQ19518741	WFNAKBGANONZEQ	0	positive
EQ19741554	LASJEFFANGIOGZ	0	positive
EQ19941521	YKBZOVFACRVRJN	0	positive
EQ20753202	CPEUVMUXAHMANV	0	positive
EQ20850185	VAIZTNZGPYBOGF	0	positive
EQ21110724	UZKBSZSTDQSMDR	0	positive
EQ21385299	QSLMDECMDJKHMQ	3	positive
EQ22375871	OWYLAEYXIQKAOL	0	positive
EQ22951451	QIQNNBXHAYSQRY	0	positive
EQ22974534	GSDSWSVVBLHKDQ	4	positive
EQ23766407	QXJKBPAVAHBARF	0	positive
EQ23811960	JLICHNCFTLFZJN	0	positive
EQ24092851	OPGCOAPTHCZZIW	0	positive
EQ24160731	GMAUQNJOSOMMHI	0	positive
EQ24528634	JBMKAUGHUNFTOL	0	positive
EQ24563726	SBDNJUWAMKYJOX	0	positive
EQ24782318	RZCJYMOBWVJQGV	0	positive
EQ25089497	VHYCDWMUTMEGQY	0	positive
EQ25107192	JVGWNJLSTCQSCZ	0	positive
EQ25382332	IVFPCTFUZXEDKP	0	positive
EQ25621472	JOATXPAWOHTVSZ	0	positive
EQ26146236	XLMALTXPSGQGBX	0	positive
EQ26876597	NZCJCBZLNHDNCR	0	positive
EQ27336248	ZFXYFBGIUFBOJW	2	positive
EQ27756162	YGSDEFSMJLZEOE	0	positive
EQ27901503	RLLPVAHGXHCWKJ	0	positive
EQ28031290	NOOCSNJCXJYGPE	0	positive
EQ28263165	XWPZUHJBOLQNMN	0	positive
EQ28382985	VVDXWJOYXVNLLQ	0	positive
EQ28405276	JOFDPSBOUCXJCC	0	positive
EQ28417394	IMWZZHHPURKASS	0	positive
EQ28458740	KTUFNOKKBVMGRW	0	positive
EQ28669134	IQXXEPZFOOTTBA	0	positive
EQ28889996	DKNWSYNQZKUICI	8	positive
EQ29091479	INWLQCZOYSRPNW	7	positive
EQ29342945	CTTHWASMBLQOFR	0	positive
EQ29573910	DPSPPJIUMHPXMA	0	positive
EQ29665996	DIWRORZWFLOCLC	0	positive
EQ29717134	VJYFKVYYMZPMAB	0	positive
EQ30058043	VDLGAVXLJYLFDH	0	positive
EQ30312207	XZZNDPSIHUTMOC	0	positive
EQ30625483	CXOXHMZGEKVPMT	0	positive
EQ30671206	LSAMUAYPDHUBQD	0	positive
EQ30683603	LUKBXSAWLPMMSZ	0	positive
EQ30976118	CHNUNORXWHYHNE	0	positive
EQ31299646	LEBVLXFERQHONN	0	positive
EQ31394225	WRMRXPASUROZGT	8	positive
EQ31600843	UGVRJVHOJNYEHR	0	positive
EQ31920075	OIRDTQYFTABQOQ	7	positive
EQ32105474	DLNKOYKMWOXYQA	9	positive
EQ32256912	BLJRIMJGRPQVNF	9	positive
EQ32263743	JXTHEWSKYLZVJC	0	positive
EQ32296505	ODQWQRRAPPTVAG	5	positive
EQ32474231	GDCVFNAQLOMGMS	0	positive
EQ32719849	NNYBQONXHNTVIJ	0	positive
EQ32804747	PWZDJIUQHUGFRJ	0	positive
EQ32957389	BIDNLKIUORFRQP	0	positive
EQ33484982	RMOGWMIKYWRTKW	0	positive
EQ33680591	UWSDONTXWQOZFN	0	positive
EQ34197157	WNYADZVDBIBLJJ	0	positive
EQ34241613	ZUHZGEOKBKGPSW	0	positive
EQ34767261	XSVMFMHYUFZWBK	0	positive
EQ34791710	CVXBEEMKQHEXEN	0	positive
EQ34816120	KUAZQDVKQLNFPE	0	positive
EQ35069899	HXHWSAZORRCQMX	6	positive
EQ35194736	RYMZZMVNJRMUDD	0	positive
EQ35329173	SYOKIDBDQMKNDQ	0	positive
EQ35408986	YNWVFADWVLCOPU	0	positive
EQ35545468	AKUJBENLRBOFTD	4	positive
EQ35719779	GAGWJHPBXLXJQN	9	positive
EQ36078083	YDVXPJXUHRROBA	0	positive
EQ36105902	VQOXZBDYSJBXMA	0	positive
EQ36112236	DOMXUEMWDBAQBQ	0	positive
EQ36137616	JDTUGRDKAOPKRI	0	positive
EQ36528468	IMFACGCPASFAPR	0	positive
EQ37036801	LMYRWZFENFIFIT	0	positive
EQ37835332	VYFYYTLLBUKUHU	6	positive
EQ38111195	DEKWZWCFHUABHE	0	positive
EQ38278867	FSVJFNAIGNNGKK	0	positive
EQ38328641	PCZOHLXUXFIOCF	8	positive
EQ38425702	PNVNVHUZROJLTJ	0	positive
EQ38517838	GUOVBFFLXKJFEE	0	positive
EQ38614451	CAWXEEYDBZRFPE	0	positive
EQ38766540	JOHZPMXAZQZXHR	7	positive
EQ38842248	LMXZVISHHDYBFW	0	positive
EQ39148949	GAUZCKBSTZFWCT	0	positive
EQ39151510	MWKVXOJATACCCH	0	positive
EQ39268043	WNMJYKCGWZFFKR	8	positive
EQ39540200	UMFJAHHVKNCGLG	0	positive
EQ39609827	GSDSWSVVBLHKDQ	4	positive
EQ39623948	ZRIKZVLHMGYCIR	0	positive
EQ40077751	OWFJMIVZYSDULZ	0	positive
EQ40108888	DJBNUMBKLMJRSA	0	positive
EQ40188539	GPXLRLUVLMHHIK	0	positive
EQ40235564	AXRYRYVKAWYZBR	0	positive
EQ40837761	BNQDCRGUHNALGH	5	positive
EQ41529223	JMTMSDXUXJISAY	0	positive
EQ41656667	KCKCVKAROJRVBA	0	positive
EQ41718617	HHUQPWODPBDTLI	0	positive
EQ41800787	GOCUAJYOYBLQRH	0	positive
EQ42082303	SYWHXTATXSMDSB	0	positive
EQ42273343	RJMUSRYZPJIFPJ	0	positive
EQ42958257	IQWYAQCHYZHJOS	0	positive
EQ43103738	FUSNMLFNXJSCDI	5	positive
EQ43127680	PHVGLTMQBUFIQQ	7	positive
EQ43535298	OFCNXPDARWKPPY	5	positive
EQ43546127	CIEXPHRYOLIQQD	0	positive
EQ43939766	OYHQOLUKZRVURQ	8	positive
EQ44264690	DQWPFSLDHJDLRL	4	positive
EQ44388629	ZBILSSSEXRZGKS	0	positive
EQ44586545	ORFOPKXBNMVMKC	0	positive
EQ44744960	OPXLLQIJSORQAM	0	positive
EQ45072404	BXZVVICBKDXVGW	0	positive
EQ45158030	GGWHBJGBERXSLL	0	positive
EQ45380682	LFULEKSKNZEWOE	0	positive
EQ46123091	WKBPZYKAUNRMKP	0	positive
EQ46243077	OORLZFUTLGXMEF	0	positive
EQ46400544	PHNUZKMIPFFYSO	0	positive
EQ46407041	UEQUQVLFIPOEMF	8	positive
EQ46705848	BOFQWVMAQOTZIW	0	positive
EQ46848330	KIOWCVBPJXEJLN	0	positive
EQ46894132	UTBVIMLZIRIFFR	0	positive
EQ46898462	AQHHHDLHHXJYJD	8	positive
EQ47496702	PSIFNNKUMBGKDQ	4	positive
EQ47604623	DDBREPKUVSBGFI	0	positive
EQ47659836	RMEDXOLNCUSCGS	0	positive
EQ48299785	PPTYJKAXVCCBDU	0	positive
EQ48816071	IYIKLHRQXLHMJQ	0	positive
EQ48855044	CWKFPEBMTGKLKX	0	positive
EQ49517884	AZFLJNIPTRTECV	0	positive
EQ49883039	BGRJTUBHPOOWDU	0	positive
EQ49890960	ZWWRREXSUJTKNN	6	positive
EQ50174709	HYAFETHFCAUJAY	2	positive
EQ50410449	POGQSBRIGCQNEG	0	positive
EQ50871104	HPJKCIUCZWXJDR	0	positive
EQ51223737	UBUCNCOMADRQHX	0	positive
EQ51283589	BPFYOAJNDMUVBL	0	positive
EQ51653050	UBCHPRBFMUDMNC	0	positive
EQ51956245	NIQCNGHVCWTJSM	0	positive
EQ52055924	MNZAKDODWSQONA	0	positive
EQ52064590	ASOKPJOREAFHNY	0	positive
EQ52198525	CJJOSEISRRTUQB	5	positive
EQ52235925	DDLIGBOFAVUZHB	0	positive
EQ52258835	VPPJLAIAVCUEMN	0	positive
EQ52363696	LPEPZBJOKDYZAD	0	positive
EQ52720159	IHJCXVZDYSXXFT	0	positive
EQ53302538	AKPLHCDWDRPJGD	0	positive
EQ53343426	OGYFATSSENRIKG	0	positive
EQ53826392	LSQZJLSUYDQPKJ	0	positive
EQ53826951	UWVQIROCRJWDKL	0	positive
EQ53882630	WIIZWVCIJKGZOK	0	positive
EQ54107331	CXOFVDLJLONNDW	0	positive
EQ54277726	MVFGUOIZUNYYSO	8	positive
EQ54531408	OMFXVFTZEKFJBZ	0	positive
EQ55221522	IDYZIJYBMGIQMJ	0	positive
EQ55321851	UBQNRHZMVUUOMG	0	positive
EQ55407350	KIEDNEWSYUYDSN	0	positive
EQ55620537	MQJKPEGWNLWLTK	0	positive
EQ55737443	FOUWCSDKDDHKQP	0	positive
EQ55762830	XPOQHMRABVBWPR	0	positive
EQ56002546	RWTNPBWLLIMQHL	0	positive
EQ56279140	IMEVJVISCHQJRM	0	positive
EQ56579886	JBIMVDZLSHOPLA	0	positive
EQ56669447	CJBJHOAVZSMMDJ	0	positive
EQ56836299	SQSPRWMERUQXNE	0	positive
EQ57804045	WDEFBBTXULIOBB	0	positive
EQ58002430	SRPXSILJHWNFMK	0	positive
EQ58075978	UWMXVJVTKRSOPW	0	positive
EQ58546135	CABMTIJINOIHOD	0	positive
EQ59007243	LMVPQMGRYSRMIW	0	positive
EQ59509447	UWKQJZCTQGMHKD	0	positive
EQ59515199	UCTWMZQNUQWSLP	0	positive
EQ59874007	RAPZEAPATHNIPO	0	positive
EQ60002755	WXUZAHCNPWONDH	0	positive
EQ60175891	SHXWCVYOXRDMCX	0	positive
EQ60449467	IXBQSRWSVIBXNC	0	positive
EQ60960972	UHGULLIUJBCTEF	0	positive
EQ61563691	BZKPWHYZMXOIDC	9	positive
EQ61588845	INDBQLZJXZLFIT	2	positive
EQ61687550	INOGLHRUEYDAHX	0	positive
EQ61690264	OTVAEFIXJLOWRX	0	positive
EQ62149050	NGBBVGZWCFBOGO	0	positive
EQ62150926	PTVWPYVOOKLBCG	0	positive
EQ62163593	HXQHRUJXQJEGER	0	positive
EQ62528621	LLIKIPAUZJTRGB	0	positive
EQ62630776	OYIKARCXOQLFHF	0	positive
EQ62770318	YFAGHNZHGGCZAX	8	positive
EQ62965432	QMLVECGLEOSESV	0	positive
EQ63100562	DNTGGZPQPQTDQF	2	positive
EQ63748512	QWENRTYMTSOGBR	0	positive
EQ64054898	NAVMQTYZDKMPEU	0	positive
EQ64538764	JTUQXGZRVLWBCR	0	positive
EQ65576220	RQVYBGPQFYCBGX	0	positive
EQ65607922	XMAYWYJOQHXEEK	0	positive
EQ65682904	NGBFQHCMQULJNZ	0	positive
EQ65823745	VMIYHDSEFNYJSL	0	positive
EQ65829838	AQIXAKUUQRKLND	0	positive
EQ65960764	XITQUSLLOSKDTB	0	positive
EQ66222893	NUFNQYOELLVIPL	0	positive
EQ66291070	AMSPWOYQQAWRRM	0	positive
EQ66435220	JYGXADMDTFJGBT	8	positive
EQ66874089	CJPQIRJHIZUAQP	0	positive
EQ67462019	WURGXGVFSMYFCG	0	positive
EQ67486520	RONZAEMNMFQXRA	0	positive
EQ67527978	VPRAQYXPZIFIOH	0	positive
EQ67553704	DHWRNDJOGMTCPB	0	positive
EQ67686916	BSYNRYMUTXBXSQ	0	positive
EQ67773242	MYKUKUCHPMASKF	0	positive
EQ68230405	FLVBXVXXXMLMOX	0	positive
EQ68926871	PUFQVTATUTYEAL	7	positive
EQ69090575	GMZVRMREEHBGGF	7	positive
EQ69752888	FSCWZHGZWWDELK	0	positive
EQ70052587	UEQZFAGVRGWPDK	0	positive
EQ70662967	NOCJXYPHIIZEHN	0	positive
EQ70774402	LMNZTLDVJIUSHT	0	positive
EQ71047800	XRECTZIEBJDKEO	0	positive
EQ71343333	ACTOXUHEUCPTEW	0	positive
EQ71609154	XOFYZVNMUHMLCC	1	positive
EQ71809460	YLCXGBZIZBEVPZ	0	positive
EQ71975292	DEDOPGXGGQYYMW	0	positive
EQ72188704	VLPIATFUUWWMKC	0	positive
EQ72719504	OBBDJQMNZLQVAZ	0	positive
EQ73083667	PJDFLNIOAUIZSL	0	positive
EQ73417682	HHZIURLSWUIHRB	0	positive
EQ73432698	ONCZDRURRATYFI	0	positive
EQ73502610	AYIRNRDRBQJXIF	0	positive
EQ73765083	MXJWRABVEGLYDG	0	positive
EQ73947443	PMCBDBWCQQBSRJ	0	positive
EQ74121486	BOEGTKLJZSQCCD	2	positive
EQ74266687	ZZVUWRFHKOJYTH	2	positive
